time,framenumber,xposition,yposition,currentPatch,previousTrapeze,currentTrapeze,turnDirection,ongoingRewardedObject,ongoingRewardedDirection,Rewarded,typeOfTurn,nberOfConsecRewards,maxNberOfConsecRewards,nbQT_sinceLastReward,nbRewardsWhileDepleting,totalnberOfRewards
47.299,1142,402,415,SE,E,S,270.0,['SE'],[270.0],1,gogd,8,0,0,2,29
48.139,1163,299,432,SE,S,W,270.0,['SE'],[270.0],1,gogd,9,0,0,3,30
48.978,1184,102,398,SW,S,W,270.0,['SW'],[270.0],1,gogd,10,0,0,1,31
49.78,1204,100,333,SW,W,N,270.0,['SW'],[270.0],1,gogd,11,0,0,2,32
50.18,1214,90,205,NW,S,W,270.0,['NW'],[270.0],1,gogd,12,0,0,1,33
51.898,1257,97,113,NW,W,N,270.0,['NW'],[270.0],1,gogd,13,0,0,2,34
52.62,1275,191,113,NW,N,E,270.0,['NW'],[270.0],1,gogd,14,0,0,3,35
54.66,1326,416,343,SE,N,E,270.0,['SE'],[270.0],1,gogd,15,0,0,1,36
55.583,1349,398,419,SE,E,S,270.0,['SE'],[270.0],1,gogd,16,0,0,2,37
56.424,1370,302,428,SE,S,W,270.0,['SE'],[270.0],1,gogd,17,0,0,3,38
56.665,1376,214,448,SW,E,S,270.0,['SW'],[270.0],1,gogd,18,0,0,1,39
57.144,1388,105,409,SW,S,W,270.0,['SW'],[270.0],1,gogd,19,0,0,2,40
57.904,1407,100,331,SW,W,N,270.0,['SW'],[270.0],1,gogd,20,0,0,3,41
58.305,1417,93,205,NW,S,W,270.0,['NW'],[270.0],1,gogd,21,0,0,1,42
58.903,1432,100,111,NW,W,N,270.0,['NW'],[270.0],1,gogd,22,0,0,2,43
59.863,1456,209,95,NW,N,E,270.0,['NW'],[270.0],1,gogd,23,0,0,3,44
60.265,1466,317,105,NE,W,N,270.0,['NE'],[270.0],1,gogd,24,0,0,1,45
61.105,1487,409,113,NE,N,E,270.0,['NE'],[270.0],1,gogd,25,0,0,2,46
62.066,1511,406,211,NE,E,S,270.0,['NE'],[270.0],1,gogd,26,0,0,3,47
62.906,1532,313,212,NE,S,W,270.0,['NE'],[270.0],0,gogdnr,0,0,1,3,47
64.267,1566,194,98,NW,E,N,90.0,['NW'],[90.0],1,gogd,1,0,0,1,48
65.427,1595,89,124,NW,N,W,90.0,['NW'],[90.0],1,gogd,2,0,0,2,49
66.471,1621,99,208,NW,W,S,90.0,['NW'],[90.0],1,gogd,3,0,0,3,50
67.308,1642,217,238,NW,S,E,90.0,['NW'],[90.0],0,gogdnr,0,0,1,3,50
68.19,1664,414,206,NE,S,E,90.0,['NE'],[90.0],1,gogd,1,0,0,1,51
69.07,1686,404,109,NE,E,N,90.0,['NE'],[90.0],1,gogd,2,0,0,2,52
69.91,1707,317,112,NE,N,W,90.0,['NE'],[90.0],1,gogd,3,0,0,3,53
73.432,1795,72,448,SW,W,S,90.0,['SW'],[90.0],1,gogd,4,0,0,1,54
85.798,2104,408,413,SE,S,E,90.0,['SE'],[90.0],1,gogd,5,0,0,1,55
86.876,2131,400,329,SE,E,N,90.0,['SE'],[90.0],1,gogd,6,0,0,2,56
87.72,2152,308,339,SE,N,W,90.0,['SE'],[90.0],1,gogd,7,0,0,3,57
88.841,2180,321,423,SE,W,S,90.0,['SE'],[90.0],0,gogdnr,0,0,1,3,57
89.761,2203,404,412,SE,S,E,90.0,['SE'],[90.0],1,gogd,1,0,0,4,58
90.521,2222,409,333,SE,E,N,90.0,['SE'],[90.0],0,gogdnr,0,0,1,4,58
91.362,2243,298,323,SE,N,W,90.0,['SE'],[90.0],1,gogd,1,0,0,5,59
92.082,2261,188,424,SW,E,S,270.0,['SW'],[270.0],1,gogd,2,0,0,1,60
93.163,2288,104,405,SW,S,W,270.0,['SW'],[270.0],1,gogd,3,0,0,2,61
94.003,2309,104,334,SW,W,N,270.0,['SW'],[270.0],1,gogd,4,0,0,3,62
95.243,2340,202,339,SW,N,E,270.0,['SW'],[270.0],0,gogdnr,0,0,1,3,62
96.564,2373,322,424,SE,W,S,90.0,['SE'],[90.0],1,gogd,1,0,0,1,63
97.485,2396,409,404,SE,S,E,90.0,['SE'],[90.0],1,gogd,2,0,0,2,64
98.286,2416,400,327,SE,E,N,90.0,['SE'],[90.0],1,gogd,3,0,0,3,65
100.485,2471,182,108,NW,E,N,90.0,['NW'],[90.0],1,gogd,4,0,0,1,66
101.486,2496,93,125,NW,N,W,90.0,['NW'],[90.0],1,gogd,5,0,0,2,67
102.328,2517,102,211,NW,W,S,90.0,['NW'],[90.0],1,gogd,6,0,0,3,68
103.288,2541,197,220,NW,S,E,90.0,['NW'],[90.0],0,gogdnr,0,0,1,3,68
104.447,2570,325,109,NE,W,N,270.0,['NE'],[270.0],1,gogd,1,0,0,1,69
105.289,2591,411,115,NE,N,E,270.0,['NE'],[270.0],1,gogd,2,0,0,2,70
106.17,2613,404,213,NE,E,S,270.0,['NE'],[270.0],1,gogd,3,0,0,3,71
106.929,2632,311,219,NE,S,W,270.0,['NE'],[270.0],0,gogdnr,0,0,1,3,71
107.931,2657,326,107,NE,W,N,270.0,['NE'],[270.0],1,gogd,1,0,0,4,72
108.731,2677,412,111,NE,N,E,270.0,['NE'],[270.0],0,gogdnr,0,0,1,4,72
109.611,2699,405,215,NE,E,S,270.0,['NE'],[270.0],1,gogd,1,0,0,5,73
110.492,2721,285,241,NE,S,W,270.0,['NE'],[270.0],0,gogdnr,0,0,1,5,73
111.571,2748,84,211,NW,S,W,270.0,['NW'],[270.0],1,gogd,1,0,0,1,74
112.453,2770,106,111,NW,W,N,270.0,['NW'],[270.0],1,gogd,2,0,0,2,75
113.254,2790,200,110,NW,N,E,270.0,['NW'],[270.0],1,gogd,3,0,0,3,76
113.734,2802,323,110,NE,W,N,270.0,['NE'],[270.0],1,gogd,4,0,0,1,77
114.534,2822,408,113,NE,N,E,270.0,['NE'],[270.0],1,gogd,5,0,0,2,78
115.373,2843,406,214,NE,E,S,270.0,['NE'],[270.0],1,gogd,6,0,0,3,79
116.175,2863,292,234,NE,S,W,270.0,['NE'],[270.0],0,gogdnr,0,0,1,3,79
117.016,2884,98,347,SW,N,W,90.0,['SW'],[90.0],1,gogd,1,0,0,1,80
117.857,2905,113,413,SW,W,S,90.0,['SW'],[90.0],1,gogd,2,0,0,2,81
118.856,2930,196,423,SW,S,E,90.0,['SW'],[90.0],1,gogd,3,0,0,3,82
120.818,2979,310,211,NE,S,W,270.0,['NE'],[270.0],1,gogd,4,0,0,1,83
121.739,3002,328,108,NE,W,N,270.0,['NE'],[270.0],1,gogd,5,0,0,2,84
122.616,3024,408,115,NE,N,E,270.0,['NE'],[270.0],1,gogd,6,0,0,3,85
123.498,3046,409,213,NE,E,S,270.0,['NE'],[270.0],0,gogdnr,0,0,1,3,85
124.059,3060,414,348,SE,N,E,270.0,['SE'],[270.0],1,gogd,1,0,0,1,86
124.937,3082,399,415,SE,E,S,270.0,['SE'],[270.0],1,gogd,2,0,0,2,87
125.821,3104,312,423,SE,S,W,270.0,['SE'],[270.0],1,gogd,3,0,0,3,88
126.901,3131,320,331,SE,W,N,270.0,['SE'],[270.0],0,gogdnr,0,0,1,3,88
127.821,3154,414,342,SE,N,E,270.0,['SE'],[270.0],1,gogd,1,0,0,4,89
128.702,3176,402,413,SE,E,S,270.0,['SE'],[270.0],0,gogdnr,0,0,1,4,89
129.342,3192,306,430,SE,S,W,270.0,['SE'],[270.0],1,gogd,1,0,0,5,90
129.582,3198,208,449,SW,E,S,270.0,['SW'],[270.0],1,gogd,2,0,0,1,91
130.062,3210,105,405,SW,S,W,270.0,['SW'],[270.0],1,gogd,3,0,0,2,92
130.824,3229,104,334,SW,W,N,270.0,['SW'],[270.0],1,gogd,4,0,0,3,93
131.744,3252,200,335,SW,N,E,270.0,['SW'],[270.0],0,gogdnr,0,0,1,3,93
132.905,3281,319,426,SE,W,S,90.0,['SE'],[90.0],1,gogd,1,0,0,1,94
133.785,3303,406,412,SE,S,E,90.0,['SE'],[90.0],1,gogd,2,0,0,2,95
134.545,3322,400,327,SE,E,N,90.0,['SE'],[90.0],1,gogd,3,0,0,3,96
135.383,3343,283,306,SE,N,W,90.0,['SE'],[90.0],0,gogdnr,0,0,1,3,96
136.145,3362,89,212,NW,S,W,270.0,['NW'],[270.0],1,gogd,1,0,0,1,97
137.068,3385,102,113,NW,W,N,270.0,['NW'],[270.0],1,gogd,2,0,0,2,98
137.827,3404,194,112,NW,N,E,270.0,['NW'],[270.0],1,gogd,3,0,0,3,99
138.907,3431,188,221,NW,E,S,270.0,['NW'],[270.0],0,gogdnr,0,0,1,3,99
139.909,3456,225,320,SW,N,E,270.0,['SW'],[270.0],1,gogd,1,0,0,1,100
140.788,3478,193,423,SW,E,S,270.0,['SW'],[270.0],1,gogd,2,0,0,2,101
141.867,3505,104,402,SW,S,W,270.0,['SW'],[270.0],1,gogd,3,0,0,3,102
142.709,3526,106,331,SW,W,N,270.0,['SW'],[270.0],0,gogdnr,0,0,1,3,102
144.55,3572,323,110,NE,W,N,270.0,['NE'],[270.0],1,gogd,1,0,0,1,103
145.391,3593,407,113,NE,N,E,270.0,['NE'],[270.0],1,gogd,2,0,0,2,104
146.192,3613,412,218,NE,E,S,270.0,['NE'],[270.0],1,gogd,3,0,0,3,105
146.673,3625,416,341,SE,N,E,270.0,['SE'],[270.0],1,gogd,4,0,0,1,106
147.471,3645,401,417,SE,E,S,270.0,['SE'],[270.0],1,gogd,5,0,0,2,107
148.272,3665,306,432,SE,S,W,270.0,['SE'],[270.0],1,gogd,6,0,0,3,108
149.113,3686,104,400,SW,S,W,270.0,['SW'],[270.0],1,gogd,7,0,0,1,109
149.791,3703,98,337,SW,W,N,270.0,['SW'],[270.0],1,gogd,8,0,0,2,110
150.193,3713,97,206,NW,S,W,270.0,['NW'],[270.0],1,gogd,9,0,0,1,111
151.034,3734,97,114,NW,W,N,270.0,['NW'],[270.0],1,gogd,10,0,0,2,112
151.794,3753,195,113,NW,N,E,270.0,['NW'],[270.0],1,gogd,11,0,0,3,113
152.674,3775,192,224,NW,E,S,270.0,['NW'],[270.0],0,gogdnr,0,0,1,3,113
153.674,3800,202,336,SW,N,E,270.0,['SW'],[270.0],1,gogd,1,0,0,1,114
154.552,3822,189,426,SW,E,S,270.0,['SW'],[270.0],1,gogd,2,0,0,2,115
155.516,3846,98,394,SW,S,W,270.0,['SW'],[270.0],1,gogd,3,0,0,3,116
156.317,3866,102,336,SW,W,N,270.0,['SW'],[270.0],0,gogdnr,0,0,1,3,116
157.036,3884,196,222,NW,S,E,90.0,['NW'],[90.0],1,gogd,1,0,0,1,117
158.037,3909,178,112,NW,E,N,90.0,['NW'],[90.0],1,gogd,2,0,0,2,118
158.959,3932,89,122,NW,N,W,90.0,['NW'],[90.0],1,gogd,3,0,0,3,119
159.996,3958,102,211,NW,W,S,90.0,['NW'],[90.0],0,gogdnr,0,0,1,3,119
162.041,4009,322,423,SE,W,S,90.0,['SE'],[90.0],1,gogd,1,0,0,1,120
163.001,4033,407,408,SE,S,E,90.0,['SE'],[90.0],1,gogd,2,0,0,2,121
163.797,4053,406,333,SE,E,N,90.0,['SE'],[90.0],1,gogd,3,0,0,3,122
165.56,4097,180,109,NW,E,N,90.0,['NW'],[90.0],1,gogd,4,0,0,1,123
175.684,4350,73,100,NW,N,W,90.0,['NW'],[90.0],1,gogd,5,0,0,2,124
176.929,4381,104,211,NW,W,S,90.0,['NW'],[90.0],1,gogd,6,0,0,3,125
179.609,4448,412,206,NE,S,E,90.0,['NE'],[90.0],1,gogd,7,0,0,1,126
180.489,4470,405,111,NE,E,N,90.0,['NE'],[90.0],1,gogd,8,0,0,2,127
181.33,4491,318,110,NE,N,W,90.0,['NE'],[90.0],1,gogd,9,0,0,3,128
182.37,4517,189,224,NW,E,S,270.0,['NW'],[270.0],1,gogd,10,0,0,1,129
183.331,4541,99,201,NW,S,W,270.0,['NW'],[270.0],1,gogd,11,0,0,2,130
184.169,4562,100,115,NW,W,N,270.0,['NW'],[270.0],1,gogd,12,0,0,3,131
184.932,4581,196,115,NW,N,E,270.0,['NW'],[270.0],0,gogdnr,0,0,1,3,131
187.053,4634,415,350,SE,N,E,270.0,['SE'],[270.0],1,gogd,1,0,0,1,132
187.894,4655,402,412,SE,E,S,270.0,['SE'],[270.0],1,gogd,2,0,0,2,133
188.694,4675,309,427,SE,S,W,270.0,['SE'],[270.0],1,gogd,3,0,0,3,134
189.054,4684,192,430,SW,E,S,270.0,['SW'],[270.0],1,gogd,4,0,0,1,135
190.012,4708,102,398,SW,S,W,270.0,['SW'],[270.0],1,gogd,5,0,0,2,136
190.814,4728,107,333,SW,W,N,270.0,['SW'],[270.0],1,gogd,6,0,0,3,137
191.855,4754,202,336,SW,N,E,270.0,['SW'],[270.0],0,gogdnr,0,0,1,3,137
193.459,4794,291,458,SE,W,S,90.0,['SE'],[90.0],1,gogd,1,0,0,1,138
194.417,4818,406,409,SE,S,E,90.0,['SE'],[90.0],1,gogd,2,0,0,2,139
195.179,4837,401,328,SE,E,N,90.0,['SE'],[90.0],1,gogd,3,0,0,3,140
196.859,4879,96,346,SW,N,W,90.0,['SW'],[90.0],1,gogd,4,0,0,1,141
197.66,4899,111,411,SW,W,S,90.0,['SW'],[90.0],1,gogd,5,0,0,2,142
198.697,4925,201,423,SW,S,E,90.0,['SW'],[90.0],1,gogd,6,0,0,3,143
199.74,4951,309,323,SE,W,N,270.0,['SE'],[270.0],1,gogd,7,0,0,1,144
200.658,4974,415,349,SE,N,E,270.0,['SE'],[270.0],1,gogd,8,0,0,2,145
201.501,4995,402,414,SE,E,S,270.0,['SE'],[270.0],1,gogd,9,0,0,3,146
202.341,5016,300,429,SE,S,W,270.0,['SE'],[270.0],0,gogdnr,0,0,1,3,146
202.633,5023,199,439,SW,E,S,270.0,['SW'],[270.0],1,gogd,1,0,0,1,147
203.5,5045,107,406,SW,S,W,270.0,['SW'],[270.0],1,gogd,2,0,0,2,148
204.262,5064,103,334,SW,W,N,270.0,['SW'],[270.0],1,gogd,3,0,0,3,149
205.1,5085,210,334,SW,N,E,270.0,['SW'],[270.0],0,gogdnr,0,0,1,3,149
206.583,5122,314,431,SE,W,S,90.0,['SE'],[90.0],1,gogd,1,0,0,1,150
207.504,5145,406,408,SE,S,E,90.0,['SE'],[90.0],1,gogd,2,0,0,2,151
208.344,5166,404,331,SE,E,N,90.0,['SE'],[90.0],1,gogd,3,0,0,3,152
209.345,5191,210,237,NW,S,E,90.0,['NW'],[90.0],1,gogd,4,0,0,1,153
210.385,5217,184,112,NW,E,N,90.0,['NW'],[90.0],1,gogd,5,0,0,2,154
211.307,5240,91,125,NW,N,W,90.0,['NW'],[90.0],1,gogd,6,0,0,3,155
212.107,5260,97,209,NW,W,S,90.0,['NW'],[90.0],0,gogdnr,0,0,1,3,155
213.985,5307,192,423,SW,E,S,270.0,['SW'],[270.0],1,gogd,1,0,0,1,156
214.869,5329,106,405,SW,S,W,270.0,['SW'],[270.0],1,gogd,2,0,0,2,157
215.628,5348,97,336,SW,W,N,270.0,['SW'],[270.0],1,gogd,3,0,0,3,158
216.026,5358,100,205,NW,S,W,270.0,['NW'],[270.0],1,gogd,4,0,0,1,159
216.909,5380,97,113,NW,W,N,270.0,['NW'],[270.0],1,gogd,5,0,0,2,160
217.629,5398,192,106,NW,N,E,270.0,['NW'],[270.0],1,gogd,6,0,0,3,161
217.91,5405,315,91,NE,W,N,270.0,['NE'],[270.0],1,gogd,7,0,0,1,162
218.271,5414,409,112,NE,N,E,270.0,['NE'],[270.0],1,gogd,8,0,0,2,163
219.15,5436,410,220,NE,E,S,270.0,['NE'],[270.0],1,gogd,9,0,0,3,164
219.71,5450,413,344,SE,N,E,270.0,['SE'],[270.0],1,gogd,10,0,0,1,165
220.709,5475,400,414,SE,E,S,270.0,['SE'],[270.0],1,gogd,11,0,0,2,166
221.511,5495,309,420,SE,S,W,270.0,['SE'],[270.0],1,gogd,12,0,0,3,167
222.352,5516,316,334,SE,W,N,270.0,['SE'],[270.0],0,gogdnr,0,0,1,3,167
223.713,5550,415,204,NE,S,E,90.0,['NE'],[90.0],1,gogd,1,0,0,1,168
224.633,5573,403,110,NE,E,N,90.0,['NE'],[90.0],1,gogd,2,0,0,2,169
225.474,5594,315,111,NE,N,W,90.0,['NE'],[90.0],1,gogd,3,0,0,3,170
227.035,5633,68,229,NW,S,W,270.0,['NW'],[270.0],1,gogd,4,0,0,1,171
227.595,5647,69,86,NW,W,N,270.0,['NW'],[270.0],1,gogd,5,0,0,2,172
228.076,5659,208,97,NW,N,E,270.0,['NW'],[270.0],1,gogd,6,0,0,3,173
229.436,5693,189,223,NW,E,S,270.0,['NW'],[270.0],0,gogdnr,0,0,1,3,173
230.996,5732,202,340,SW,N,E,270.0,['SW'],[270.0],1,gogd,1,0,0,1,174
231.875,5754,191,424,SW,E,S,270.0,['SW'],[270.0],1,gogd,2,0,0,2,175
232.797,5777,103,399,SW,S,W,270.0,['SW'],[270.0],1,gogd,3,0,0,3,176
233.558,5796,102,335,SW,W,N,270.0,['SW'],[270.0],0,gogdnr,0,0,1,3,176
234.317,5815,216,319,SW,N,E,270.0,['SW'],[270.0],1,gogd,1,0,0,4,177
234.561,5821,311,323,SE,W,N,270.0,['SE'],[270.0],1,gogd,2,0,0,1,178
235.519,5845,412,342,SE,N,E,270.0,['SE'],[270.0],1,gogd,3,0,0,2,179
236.681,5869,400,414,SE,E,S,270.0,['SE'],[270.0],1,gogd,4,0,0,3,180
237.52,5890,306,426,SE,S,W,270.0,['SE'],[270.0],0,gogdnr,0,0,1,3,180
237.84,5898,200,430,SW,E,S,270.0,['SW'],[270.0],1,gogd,1,0,0,1,181
238.761,5921,100,392,SW,S,W,270.0,['SW'],[270.0],1,gogd,2,0,0,2,182
239.519,5940,103,324,SW,W,N,270.0,['SW'],[270.0],1,gogd,3,0,0,3,183
239.922,5950,98,201,NW,S,W,270.0,['NW'],[270.0],1,gogd,4,0,0,1,184
240.881,5974,103,114,NW,W,N,270.0,['NW'],[270.0],1,gogd,5,0,0,2,185
241.68,5994,187,111,NW,N,E,270.0,['NW'],[270.0],1,gogd,6,0,0,3,186
242.12,6005,323,109,NE,W,N,270.0,['NE'],[270.0],1,gogd,7,0,0,1,187
243.042,6028,407,116,NE,N,E,270.0,['NE'],[270.0],1,gogd,8,0,0,2,188
243.885,6049,415,228,NE,E,S,270.0,['NE'],[270.0],1,gogd,9,0,0,3,189
244.324,6060,421,335,SE,N,E,270.0,['SE'],[270.0],1,gogd,10,0,0,1,190
245.326,6085,397,418,SE,E,S,270.0,['SE'],[270.0],1,gogd,11,0,0,2,191
246.164,6106,309,431,SE,S,W,270.0,['SE'],[270.0],1,gogd,12,0,0,3,192
246.445,6113,212,450,SW,E,S,270.0,['SW'],[270.0],1,gogd,13,0,0,1,193
247.085,6129,103,399,SW,S,W,270.0,['SW'],[270.0],1,gogd,14,0,0,2,194
247.926,6150,100,339,SW,W,N,270.0,['SW'],[270.0],1,gogd,15,0,0,3,195
248.963,6176,221,325,SW,N,E,270.0,['SW'],[270.0],0,gogdnr,0,0,1,3,195
250.208,6207,315,333,SE,W,N,270.0,['SE'],[270.0],1,gogd,1,0,0,1,196
252.649,6268,308,337,SE,N,W,90.0,['SE'],[270.0],False,gobd,1,0,0,1,196
253.609,6292,321,423,SE,W,S,90.0,['SE'],[270.0],False,gobd,1,0,0,1,196
254.489,6314,407,411,SE,S,E,90.0,['SE'],[270.0],False,gobd,1,0,0,1,196
255.29,6334,398,328,SE,E,N,90.0,['SE'],[270.0],False,gobd,1,0,0,1,196
257.09,6379,99,205,NW,S,W,270.0,['NW'],[270.0],1,gogd,2,0,0,1,197
258.011,6402,103,114,NW,W,N,270.0,['NW'],[270.0],1,gogd,3,0,0,2,198
258.81,6422,196,111,NW,N,E,270.0,['NW'],[270.0],1,gogd,4,0,0,3,199
259.211,6432,326,110,NE,W,N,270.0,['NE'],[270.0],1,gogd,5,0,0,1,200
260.132,6455,411,116,NE,N,E,270.0,['NE'],[270.0],1,gogd,6,0,0,2,201
260.973,6476,413,216,NE,E,S,270.0,['NE'],[270.0],1,gogd,7,0,0,3,202
261.333,6485,417,338,SE,N,E,270.0,['SE'],[270.0],1,gogd,8,0,0,1,203
262.214,6507,402,415,SE,E,S,270.0,['SE'],[270.0],1,gogd,9,0,0,2,204
263.013,6527,303,424,SE,S,W,270.0,['SE'],[270.0],1,gogd,10,0,0,3,205
263.413,6537,192,424,SW,E,S,270.0,['SW'],[270.0],1,gogd,11,0,0,1,206
264.494,6564,104,399,SW,S,W,270.0,['SW'],[270.0],1,gogd,12,0,0,2,207
265.295,6584,102,327,SW,W,N,270.0,['SW'],[270.0],1,gogd,13,0,0,3,208
265.775,6596,101,204,NW,S,W,270.0,['NW'],[270.0],1,gogd,14,0,0,1,209
266.855,6623,105,114,NW,W,N,270.0,['NW'],[270.0],1,gogd,15,0,0,2,210
267.656,6643,201,111,NW,N,E,270.0,['NW'],[270.0],1,gogd,16,0,0,3,211
268.057,6653,321,107,NE,W,N,270.0,['NE'],[270.0],1,gogd,17,0,0,1,212
268.937,6675,409,114,NE,N,E,270.0,['NE'],[270.0],1,gogd,18,0,0,2,213
269.857,6698,411,227,NE,E,S,270.0,['NE'],[270.0],1,gogd,19,0,0,3,214
270.175,6706,421,338,SE,N,E,270.0,['SE'],[270.0],1,gogd,20,0,0,1,215
271.26,6733,403,416,SE,E,S,270.0,['SE'],[270.0],1,gogd,21,0,0,2,216
272.1,6754,306,430,SE,S,W,270.0,['SE'],[270.0],1,gogd,22,0,0,3,217
272.338,6760,212,447,SW,E,S,270.0,['SW'],[270.0],1,gogd,23,0,0,1,218
272.819,6772,106,406,SW,S,W,270.0,['SW'],[270.0],1,gogd,24,0,0,2,219
273.699,6794,104,324,SW,W,N,270.0,['SW'],[270.0],1,gogd,25,0,0,3,220
274.061,6803,99,203,NW,S,W,270.0,['NW'],[270.0],1,gogd,26,0,0,1,221
275.22,6832,98,118,NW,W,N,270.0,['NW'],[270.0],1,gogd,27,0,0,2,222
276.101,6854,202,115,NW,N,E,270.0,['NW'],[270.0],1,gogd,28,0,0,3,223
277.301,6884,191,220,NW,E,S,270.0,['NW'],[270.0],0,gogdnr,0,0,1,3,223
280.742,6970,100,202,NW,S,W,270.0,['NW'],[270.0],1,gogd,1,0,0,4,224
281.741,6995,99,117,NW,W,N,270.0,['NW'],[270.0],0,gogdnr,0,0,1,4,224
282.584,7016,187,112,NW,N,E,270.0,['NW'],[270.0],1,gogd,1,0,0,5,225
283.704,7044,294,247,NE,W,S,90.0,['NE'],[90.0],1,gogd,2,0,0,1,226
285.106,7079,412,205,NE,S,E,90.0,['NE'],[90.0],1,gogd,3,0,0,2,227
286.106,7104,407,112,NE,E,N,90.0,['NE'],[90.0],1,gogd,4,0,0,3,228
286.987,7126,317,111,NE,N,W,90.0,['NE'],[90.0],0,gogdnr,0,0,1,3,228
287.988,7151,210,240,NW,E,S,270.0,['NW'],[270.0],1,gogd,1,0,0,1,229
288.908,7174,98,200,NW,S,W,270.0,['NW'],[270.0],1,gogd,2,0,0,2,230
289.989,7201,105,114,NW,W,N,270.0,['NW'],[270.0],1,gogd,3,0,0,3,231
290.789,7221,197,111,NW,N,E,270.0,['NW'],[270.0],0,gogdnr,0,0,1,3,231
291.309,7234,323,111,NE,W,N,270.0,['NE'],[270.0],1,gogd,1,0,0,1,232
292.23,7257,411,118,NE,N,E,270.0,['NE'],[270.0],1,gogd,2,0,0,2,233
293.068,7278,414,231,NE,E,S,270.0,['NE'],[270.0],1,gogd,3,0,0,3,234
293.388,7286,422,329,SE,N,E,270.0,['SE'],[270.0],1,gogd,4,0,0,1,235
294.349,7310,399,418,SE,E,S,270.0,['SE'],[270.0],1,gogd,5,0,0,2,236
295.311,7334,313,424,SE,S,W,270.0,['SE'],[270.0],1,gogd,6,0,0,3,237
296.348,7360,316,329,SE,W,N,270.0,['SE'],[270.0],0,gogdnr,0,0,1,3,237
297.51,7389,410,341,SE,N,E,270.0,['SE'],[270.0],1,gogd,1,0,0,4,238
298.392,7411,404,418,SE,E,S,270.0,['SE'],[270.0],0,gogdnr,0,0,1,4,238
314.519,7814,203,433,SW,E,S,270.0,['SW'],[270.0],1,gogd,1,0,0,1,239
