time,xposition,yposition
158.425,130.0,319.0
158.464,136.0,320.0
158.504,138.0,321.0
158.546,140.0,322.0
158.586,142.0,323.0
158.624,143.0,323.0
158.665,143.0,323.0
158.704,142.0,322.0
158.745,142.0,322.0
158.782,142.0,322.0
158.825,142.0,323.0
158.865,142.0,322.0
158.902,144.0,323.0
158.945,147.0,323.0
158.985,155.0,323.0
159.025,170.0,323.0
159.064,183.0,324.0
159.106,199.0,325.0
159.146,218.0,324.0
159.186,233.0,319.0
159.226,248.0,314.0
159.265,262.0,308.0
159.304,277.0,301.0
159.345,291.0,293.0
159.386,300.0,286.0
159.426,311.0,276.0
159.465,322.0,264.0
159.505,331.0,254.0
159.547,339.0,245.0
159.584,344.0,239.0
159.625,350.0,233.0
159.663,353.0,232.0
159.705,358.0,231.0
159.746,360.0,231.0
159.785,360.0,230.0
159.825,361.0,229.0
159.864,360.0,229.0
159.905,359.0,230.0
159.945,359.0,230.0
159.983,359.0,230.0
160.027,358.0,230.0
160.063,359.0,229.0
160.104,358.0,230.0
160.144,358.0,230.0
160.185,358.0,230.0
160.225,358.0,230.0
160.265,358.0,230.0
160.303,358.0,230.0
160.345,359.0,229.0
160.383,359.0,229.0
160.425,359.0,229.0
160.463,362.0,229.0
160.507,367.0,226.0
160.546,373.0,224.0
160.583,378.0,223.0
160.624,385.0,223.0
160.665,392.0,221.0
160.703,400.0,215.0
160.743,406.0,209.0
160.786,412.0,202.0
160.826,415.0,199.0
160.866,417.0,194.0
160.905,417.0,194.0
160.946,417.0,191.0
160.988,417.0,189.0
161.026,417.0,190.0
161.066,418.0,191.0
161.106,418.0,191.0
161.146,418.0,191.0
161.186,418.0,191.0
161.226,418.0,191.0
161.266,418.0,191.0
161.306,418.0,191.0
161.345,418.0,191.0
161.387,418.0,189.0
161.426,420.0,184.0
161.467,423.0,168.0
161.506,425.0,147.0
161.546,424.0,138.0
161.584,423.0,128.0
161.627,417.0,119.0
161.667,410.0,113.0
161.707,404.0,111.0
161.746,399.0,110.0
161.787,392.0,108.0
161.826,387.0,106.0
161.868,384.0,105.0
161.906,383.0,105.0
161.949,383.0,105.0
161.987,382.0,105.0
162.026,382.0,105.0
162.068,382.0,105.0
162.107,383.0,105.0
162.147,383.0,106.0
162.186,384.0,106.0
162.228,383.0,106.0
162.267,383.0,106.0
162.306,383.0,106.0
162.346,378.0,105.0
162.387,362.0,105.0
162.429,343.0,105.0
162.465,328.0,104.0
162.508,314.0,104.0
162.547,301.0,107.0
162.587,293.0,112.0
162.626,289.0,118.0
162.668,288.0,126.0
162.705,286.0,134.0
162.747,288.0,139.0
162.787,288.0,143.0
162.825,291.0,148.0
162.868,293.0,151.0
162.907,294.0,153.0
162.945,294.0,154.0
162.987,294.0,155.0
163.025,294.0,155.0
163.067,293.0,155.0
163.107,294.0,156.0
163.147,296.0,162.0
163.187,297.0,173.0
163.227,298.0,186.0
163.268,301.0,198.0
163.308,306.0,208.0
163.348,314.0,214.0
163.389,321.0,218.0
163.428,327.0,220.0
163.468,333.0,222.0
163.508,335.0,222.0
163.548,338.0,222.0
163.589,339.0,222.0
163.629,342.0,221.0
163.668,341.0,222.0
163.708,339.0,223.0
163.747,340.0,223.0
163.788,340.0,223.0
163.828,341.0,223.0
163.869,341.0,222.0
163.908,341.0,223.0
163.948,342.0,222.0
163.988,343.0,224.0
164.027,353.0,226.0
164.067,370.0,227.0
164.108,385.0,228.0
164.148,396.0,228.0
164.188,406.0,224.0
164.228,412.0,218.0
164.268,416.0,211.0
164.308,419.0,204.0
164.349,420.0,199.0
164.388,421.0,194.0
164.428,420.0,192.0
164.469,420.0,192.0
164.506,420.0,193.0
164.551,419.0,193.0
164.589,418.0,194.0
164.628,418.0,192.0
164.667,418.0,192.0
164.708,418.0,193.0
164.747,418.0,192.0
164.787,418.0,191.0
164.83,418.0,192.0
164.866,419.0,187.0
164.908,422.0,173.0
164.949,424.0,147.0
164.986,425.0,138.0
165.027,424.0,127.0
165.07,415.0,114.0
165.109,409.0,109.0
165.147,406.0,108.0
165.187,402.0,107.0
165.23,399.0,107.0
165.268,394.0,106.0
165.309,393.0,105.0
165.349,391.0,104.0
165.388,387.0,104.0
165.427,385.0,104.0
165.469,384.0,104.0
165.508,385.0,105.0
165.548,384.0,105.0
165.586,385.0,105.0
165.627,385.0,105.0
165.667,385.0,105.0
165.707,385.0,105.0
165.747,382.0,105.0
165.787,370.0,104.0
165.83,352.0,103.0
165.867,336.0,100.0
165.908,321.0,95.0
165.947,300.0,88.0
165.987,281.0,79.0
166.027,264.0,72.0
166.07,246.0,68.0
166.109,232.0,66.0
166.15,221.0,64.0
166.188,208.0,65.0
166.228,193.0,68.0
166.27,175.0,69.0
166.309,161.0,71.0
166.35,150.0,74.0
166.389,139.0,80.0
166.429,134.0,87.0
166.469,131.0,92.0
166.508,128.0,97.0
166.549,122.0,102.0
166.588,115.0,106.0
166.63,109.0,110.0
166.67,104.0,115.0
166.709,97.0,123.0
166.751,92.0,131.0
166.789,92.0,137.0
166.831,92.0,143.0
166.87,92.0,145.0
166.909,92.0,145.0
166.95,91.0,145.0
166.99,91.0,145.0
167.03,91.0,145.0
167.07,91.0,145.0
167.107,91.0,145.0
167.149,91.0,145.0
167.188,91.0,145.0
167.23,91.0,145.0
167.27,91.0,145.0
167.309,91.0,147.0
167.349,91.0,154.0
167.389,90.0,166.0
167.43,92.0,182.0
167.471,97.0,198.0
167.51,103.0,209.0
167.55,111.0,218.0
167.59,117.0,223.0
167.63,126.0,224.0
167.671,133.0,224.0
167.71,136.0,225.0
167.752,136.0,227.0
167.79,136.0,227.0
167.83,136.0,227.0
167.872,135.0,227.0
167.909,135.0,227.0
167.95,135.0,227.0
167.989,135.0,227.0
168.028,135.0,227.0
168.071,136.0,227.0
168.109,142.0,229.0
168.15,156.0,229.0
168.191,170.0,230.0
168.229,184.0,232.0
168.27,195.0,234.0
168.311,211.0,239.0
168.35,227.0,244.0
168.39,240.0,247.0
168.43,251.0,247.0
168.47,261.0,245.0
168.511,271.0,241.0
168.548,279.0,236.0
168.59,285.0,232.0
168.631,290.0,227.0
168.673,295.0,223.0
168.71,298.0,218.0
168.751,299.0,212.0
168.79,301.0,206.0
168.828,303.0,200.0
168.868,303.0,195.0
168.908,304.0,189.0
168.948,304.0,186.0
168.99,304.0,186.0
169.03,304.0,186.0
169.07,304.0,186.0
169.108,304.0,186.0
169.152,304.0,186.0
169.188,304.0,186.0
169.231,304.0,186.0
169.271,304.0,187.0
169.31,304.0,186.0
169.35,302.0,187.0
169.391,303.0,187.0
169.431,299.0,191.0
169.471,296.0,193.0
169.51,295.0,196.0
169.551,296.0,200.0
169.591,300.0,205.0
169.632,307.0,211.0
169.671,316.0,216.0
169.711,327.0,220.0
169.751,335.0,221.0
169.791,338.0,221.0
169.831,341.0,221.0
169.871,342.0,222.0
169.91,342.0,222.0
169.953,341.0,223.0
169.991,342.0,223.0
170.031,343.0,222.0
170.071,342.0,223.0
170.113,342.0,223.0
170.151,342.0,223.0
170.191,342.0,222.0
170.231,344.0,223.0
170.271,347.0,225.0
170.311,364.0,225.0
170.351,378.0,224.0
170.391,391.0,223.0
170.432,401.0,218.0
170.471,408.0,213.0
170.511,413.0,208.0
170.552,415.0,202.0
170.593,417.0,197.0
170.632,417.0,195.0
170.672,418.0,194.0
170.712,418.0,194.0
170.753,419.0,193.0
170.792,419.0,192.0
170.832,419.0,192.0
170.872,418.0,192.0
170.911,419.0,192.0
170.952,418.0,192.0
170.991,419.0,192.0
171.032,419.0,192.0
171.071,419.0,192.0
171.112,419.0,186.0
171.152,423.0,170.0
171.192,425.0,148.0
171.232,425.0,137.0
171.272,426.0,128.0
171.309,420.0,118.0
171.351,414.0,113.0
171.389,408.0,110.0
171.429,402.0,109.0
171.472,399.0,108.0
171.511,395.0,106.0
171.554,391.0,104.0
171.591,386.0,104.0
171.632,384.0,104.0
171.671,384.0,105.0
171.711,383.0,106.0
171.752,384.0,106.0
171.791,384.0,106.0
171.831,384.0,106.0
171.872,384.0,106.0
171.911,384.0,106.0
171.951,384.0,106.0
171.991,382.0,106.0
172.033,373.0,105.0
172.072,355.0,105.0
172.111,342.0,102.0
172.151,327.0,98.0
172.192,309.0,92.0
172.232,291.0,85.0
172.27,274.0,80.0
172.312,255.0,79.0
172.35,239.0,77.0
172.391,223.0,77.0
172.43,211.0,79.0
172.473,195.0,83.0
172.513,177.0,85.0
172.554,163.0,87.0
172.589,151.0,91.0
172.632,145.0,94.0
172.673,137.0,97.0
172.712,136.0,99.0
172.75,135.0,100.0
172.792,135.0,101.0
172.832,136.0,100.0
172.87,137.0,100.0
172.912,137.0,100.0
172.952,137.0,100.0
172.994,137.0,100.0
173.032,137.0,99.0
173.072,137.0,99.0
173.112,137.0,99.0
173.152,135.0,100.0
173.192,133.0,101.0
173.232,124.0,106.0
173.272,115.0,110.0
173.312,107.0,113.0
173.352,100.0,121.0
173.393,92.0,133.0
173.432,91.0,142.0
173.473,91.0,146.0
173.51,90.0,148.0
173.551,89.0,149.0
173.592,89.0,148.0
173.63,90.0,148.0
173.672,90.0,147.0
173.711,90.0,147.0
173.75,90.0,147.0
173.792,90.0,147.0
173.832,90.0,147.0
173.872,90.0,147.0
173.912,90.0,147.0
173.951,90.0,148.0
173.993,90.0,152.0
174.03,90.0,162.0
174.072,91.0,179.0
174.11,96.0,196.0
174.154,100.0,209.0
174.191,109.0,219.0
174.233,116.0,225.0
174.273,123.0,228.0
174.311,132.0,227.0
174.353,137.0,226.0
174.391,140.0,226.0
174.434,139.0,227.0
174.473,139.0,228.0
174.513,138.0,229.0
174.553,138.0,228.0
174.592,138.0,228.0
174.631,138.0,228.0
174.673,138.0,228.0
174.713,138.0,228.0
174.754,140.0,229.0
174.793,147.0,230.0
174.833,163.0,231.0
174.873,180.0,235.0
174.915,197.0,239.0
174.954,211.0,245.0
174.994,227.0,253.0
175.034,240.0,261.0
175.071,256.0,271.0
175.112,270.0,282.0
175.154,282.0,292.0
175.193,294.0,303.0
175.233,305.0,312.0
175.275,314.0,317.0
175.311,321.0,321.0
175.354,327.0,323.0
175.393,332.0,322.0
175.433,335.0,322.0
175.472,337.0,322.0
175.514,340.0,323.0
175.554,340.0,324.0
175.593,340.0,325.0
175.631,339.0,325.0
175.672,340.0,325.0
175.714,342.0,325.0
175.754,350.0,325.0
175.792,361.0,325.0
175.831,371.0,325.0
175.876,380.0,325.0
175.914,389.0,327.0
175.954,398.0,331.0
175.994,412.0,342.0
176.035,416.0,354.0
176.074,417.0,363.0
176.114,418.0,363.0
176.155,418.0,361.0
176.195,419.0,360.0
176.235,418.0,360.0
176.275,418.0,360.0
176.315,418.0,360.0
176.354,418.0,359.0
176.395,418.0,359.0
176.434,418.0,359.0
176.475,418.0,360.0
176.514,418.0,359.0
176.554,418.0,360.0
176.595,418.0,360.0
176.631,417.0,363.0
176.675,416.0,369.0
176.715,414.0,380.0
176.755,414.0,390.0
176.794,408.0,403.0
176.836,401.0,413.0
176.875,395.0,419.0
176.915,387.0,423.0
176.954,378.0,424.0
176.995,373.0,424.0
177.035,371.0,424.0
177.075,370.0,425.0
177.115,369.0,425.0
177.155,369.0,425.0
177.195,369.0,425.0
177.235,369.0,425.0
177.274,369.0,425.0
177.316,369.0,425.0
177.355,368.0,425.0
177.395,368.0,425.0
177.435,368.0,425.0
177.475,367.0,425.0
177.515,361.0,425.0
177.555,349.0,425.0
177.595,336.0,425.0
177.635,320.0,425.0
177.675,304.0,421.0
177.715,293.0,416.0
177.755,286.0,409.0
177.796,281.0,400.0
177.835,282.0,396.0
177.873,286.0,393.0
177.916,290.0,392.0
177.954,293.0,390.0
177.995,295.0,389.0
178.035,297.0,387.0
178.075,297.0,386.0
178.114,296.0,386.0
178.154,296.0,386.0
178.194,296.0,386.0
178.234,296.0,386.0
178.276,296.0,386.0
178.313,295.0,386.0
178.353,295.0,386.0
178.394,295.0,386.0
178.434,295.0,386.0
178.473,296.0,384.0
178.514,295.0,378.0
178.555,295.0,370.0
178.593,291.0,363.0
178.635,283.0,355.0
178.675,270.0,345.0
178.715,257.0,336.0
178.756,245.0,329.0
178.795,230.0,322.0
178.835,218.0,319.0
178.876,205.0,319.0
178.915,196.0,321.0
178.956,188.0,323.0
178.995,183.0,324.0
179.035,178.0,325.0
179.075,175.0,326.0
179.115,173.0,327.0
179.155,172.0,328.0
179.196,172.0,327.0
179.238,171.0,327.0
179.276,171.0,327.0
179.316,170.0,327.0
179.355,170.0,327.0
179.395,170.0,327.0
179.436,170.0,327.0
179.476,169.0,327.0
179.515,164.0,326.0
179.556,154.0,326.0
179.596,143.0,326.0
179.636,134.0,325.0
179.675,125.0,327.0
179.717,114.0,332.0
179.757,105.0,338.0
179.796,98.0,349.0
179.835,98.0,355.0
179.875,98.0,359.0
179.915,98.0,361.0
179.956,97.0,361.0
179.996,97.0,361.0
180.035,98.0,361.0
180.075,98.0,361.0
180.114,98.0,361.0
180.156,98.0,360.0
180.198,98.0,361.0
180.237,98.0,360.0
180.276,98.0,361.0
180.316,98.0,361.0
180.356,98.0,361.0
180.397,98.0,363.0
180.437,98.0,369.0
180.475,98.0,378.0
180.513,97.0,385.0
180.556,106.0,405.0
180.596,119.0,419.0
180.635,127.0,422.0
180.678,133.0,423.0
180.716,138.0,423.0
180.757,142.0,423.0
180.796,144.0,423.0
180.836,144.0,423.0
180.876,143.0,424.0
180.917,143.0,424.0
180.957,143.0,423.0
180.996,143.0,423.0
181.036,143.0,423.0
181.076,143.0,423.0
181.113,143.0,423.0
181.158,143.0,423.0
181.197,144.0,423.0
181.236,145.0,423.0
181.277,146.0,423.0
181.317,149.0,423.0
181.356,159.0,424.0
181.396,175.0,424.0
181.436,187.0,425.0
181.477,200.0,425.0
181.516,210.0,422.0
181.557,213.0,416.0
181.598,214.0,411.0
181.639,212.0,404.0
181.678,211.0,399.0
181.718,211.0,397.0
181.757,210.0,396.0
181.797,210.0,395.0
181.837,209.0,395.0
181.877,209.0,395.0
181.914,209.0,395.0
181.955,208.0,395.0
181.995,208.0,395.0
182.034,208.0,395.0
182.077,208.0,395.0
182.116,208.0,394.0
182.157,209.0,394.0
182.195,209.0,394.0
182.237,209.0,394.0
182.277,210.0,392.0
182.317,212.0,385.0
182.357,213.0,374.0
182.397,219.0,362.0
182.438,230.0,350.0
182.478,245.0,338.0
182.518,259.0,328.0
182.557,276.0,321.0
182.599,292.0,316.0
182.638,308.0,313.0
182.678,325.0,314.0
182.719,338.0,315.0
182.758,348.0,317.0
182.799,356.0,320.0
182.838,361.0,322.0
182.878,365.0,322.0
182.918,368.0,322.0
182.958,373.0,322.0
182.998,383.0,323.0
183.035,391.0,325.0
183.08,401.0,331.0
183.117,415.0,346.0
183.158,417.0,357.0
183.198,417.0,362.0
183.236,418.0,359.0
183.278,419.0,359.0
183.315,419.0,359.0
183.358,418.0,360.0
183.398,418.0,360.0
183.437,417.0,360.0
183.478,417.0,360.0
183.517,418.0,360.0
183.559,417.0,360.0
183.598,417.0,360.0
183.638,417.0,360.0
183.678,418.0,360.0
183.718,417.0,360.0
183.758,417.0,362.0
183.798,416.0,368.0
183.838,414.0,377.0
183.876,412.0,391.0
183.918,406.0,408.0
183.958,400.0,416.0
183.996,393.0,421.0
184.037,386.0,422.0
184.076,376.0,423.0
184.118,372.0,423.0
184.157,370.0,423.0
184.197,370.0,423.0
184.238,369.0,423.0
184.277,369.0,423.0
184.317,368.0,423.0
184.358,369.0,423.0
184.398,369.0,423.0
184.436,369.0,423.0
184.478,369.0,423.0
184.519,369.0,423.0
184.557,365.0,423.0
184.599,352.0,423.0
184.639,334.0,424.0
184.676,318.0,426.0
184.716,303.0,428.0
184.758,283.0,430.0
184.799,264.0,434.0
184.84,247.0,438.0
184.879,231.0,441.0
184.919,219.0,443.0
184.958,206.0,442.0
185.001,193.0,441.0
185.039,183.0,440.0
185.079,172.0,437.0
185.116,164.0,432.0
185.157,158.0,429.0
185.199,155.0,428.0
185.239,153.0,427.0
185.279,152.0,428.0
185.32,152.0,428.0
185.36,150.0,427.0
185.397,148.0,426.0
185.437,142.0,425.0
185.481,135.0,424.0
185.517,129.0,424.0
185.559,122.0,422.0
185.597,118.0,419.0
185.637,107.0,406.0
185.679,98.0,389.0
185.719,98.0,390.0
185.76,98.0,390.0
185.797,98.0,389.0
185.836,99.0,389.0
185.879,99.0,389.0
185.918,99.0,390.0
185.96,99.0,389.0
185.999,99.0,389.0
186.039,99.0,387.0
186.078,98.0,387.0
186.119,98.0,387.0
186.159,99.0,385.0
186.199,99.0,380.0
186.239,99.0,367.0
186.279,98.0,350.0
186.317,101.0,331.0
186.36,106.0,315.0
186.4,109.0,299.0
186.44,109.0,278.0
186.48,109.0,259.0
186.518,108.0,243.0
186.557,106.0,229.0
186.6,104.0,219.0
186.641,102.0,209.0
186.679,100.0,201.0
186.72,97.0,192.0
186.76,96.0,189.0
186.8,96.0,188.0
186.839,96.0,188.0
186.879,96.0,189.0
186.92,96.0,188.0
186.96,96.0,188.0
187.0,96.0,188.0
187.04,96.0,188.0
187.08,95.0,188.0
187.12,95.0,188.0
187.16,95.0,188.0
187.2,95.0,187.0
187.24,94.0,185.0
187.281,93.0,176.0
187.32,92.0,163.0
187.36,91.0,151.0
187.4,89.0,139.0
187.441,91.0,126.0
187.478,99.0,117.0
187.518,106.0,112.0
187.56,110.0,111.0
187.6,114.0,110.0
187.638,117.0,109.0
187.68,120.0,108.0
187.718,122.0,107.0
187.759,123.0,107.0
187.8,125.0,107.0
187.838,125.0,107.0
187.883,125.0,107.0
187.921,124.0,107.0
187.961,124.0,107.0
188.0,124.0,107.0
188.039,125.0,107.0
188.081,130.0,107.0
188.118,143.0,108.0
188.16,171.0,111.0
188.2,195.0,113.0
188.24,208.0,116.0
188.28,225.0,119.0
188.32,241.0,120.0
188.362,261.0,122.0
188.4,278.0,123.0
188.443,292.0,123.0
188.481,301.0,121.0
188.52,311.0,117.0
188.558,320.0,113.0
188.598,330.0,110.0
188.64,336.0,109.0
188.679,338.0,109.0
188.72,339.0,108.0
188.762,336.0,108.0
188.8,337.0,108.0
188.839,336.0,108.0
188.88,338.0,108.0
188.921,338.0,108.0
188.961,338.0,108.0
189.002,338.0,108.0
189.04,338.0,108.0
189.08,338.0,108.0
189.12,338.0,108.0
189.161,338.0,108.0
189.2,340.0,108.0
189.24,345.0,107.0
189.279,363.0,106.0
189.322,378.0,107.0
189.36,393.0,109.0
189.401,406.0,113.0
189.439,412.0,118.0
189.481,421.0,125.0
189.521,422.0,132.0
189.561,423.0,137.0
189.6,423.0,140.0
189.642,424.0,140.0
189.681,424.0,141.0
189.719,424.0,141.0
189.761,424.0,141.0
189.803,424.0,141.0
189.84,424.0,141.0
189.882,424.0,141.0
189.922,424.0,141.0
189.961,424.0,141.0
190.0,425.0,142.0
190.042,424.0,156.0
190.082,420.0,182.0
190.122,417.0,202.0
190.16,414.0,216.0
190.2,410.0,234.0
190.24,408.0,252.0
190.283,406.0,271.0
190.323,404.0,289.0
190.362,407.0,304.0
190.402,408.0,313.0
190.442,409.0,321.0
190.482,413.0,335.0
190.522,415.0,346.0
190.563,415.0,353.0
190.602,415.0,359.0
190.642,414.0,362.0
190.681,415.0,361.0
190.722,415.0,361.0
190.763,416.0,360.0
190.802,416.0,360.0
190.842,416.0,361.0
190.882,415.0,362.0
190.922,415.0,361.0
190.961,415.0,361.0
191.0,416.0,361.0
191.042,416.0,361.0
191.082,416.0,361.0
191.121,415.0,361.0
191.162,415.0,361.0
191.202,415.0,362.0
191.243,415.0,363.0
191.282,415.0,367.0
191.321,413.0,377.0
191.363,413.0,391.0
191.403,405.0,408.0
191.443,398.0,418.0
191.483,389.0,425.0
191.522,382.0,427.0
191.562,374.0,426.0
191.603,369.0,425.0
191.642,367.0,425.0
191.683,367.0,425.0
191.724,366.0,425.0
191.763,366.0,426.0
191.803,366.0,425.0
191.843,367.0,425.0
191.882,367.0,425.0
191.923,367.0,425.0
191.962,367.0,425.0
192.002,367.0,425.0
192.042,367.0,425.0
192.082,365.0,425.0
192.122,360.0,425.0
192.162,347.0,424.0
192.204,330.0,424.0
192.242,314.0,425.0
192.28,297.0,425.0
192.321,282.0,425.0
192.36,268.0,423.0
192.403,254.0,421.0
192.442,240.0,421.0
192.483,229.0,422.0
192.521,219.0,423.0
192.56,209.0,423.0
192.603,200.0,423.0
192.64,189.0,424.0
192.684,182.0,424.0
192.721,178.0,423.0
192.763,176.0,423.0
192.803,173.0,422.0
192.842,174.0,423.0
192.883,174.0,423.0
192.924,174.0,423.0
192.962,173.0,423.0
193.003,173.0,424.0
193.043,173.0,424.0
193.083,173.0,424.0
193.124,173.0,424.0
193.163,173.0,423.0
193.204,173.0,423.0
193.244,173.0,423.0
193.282,172.0,424.0
193.321,168.0,424.0
193.363,157.0,423.0
193.403,145.0,423.0
193.443,133.0,423.0
193.481,123.0,422.0
193.521,115.0,418.0
193.564,103.0,407.0
193.604,92.0,390.0
193.644,94.0,388.0
193.683,95.0,385.0
193.724,95.0,385.0
193.763,95.0,384.0
193.804,95.0,385.0
193.844,95.0,385.0
193.883,96.0,385.0
193.923,96.0,386.0
193.964,95.0,386.0
194.003,96.0,386.0
194.043,96.0,386.0
194.083,96.0,386.0
194.125,96.0,386.0
194.164,96.0,386.0
194.204,96.0,383.0
194.244,97.0,373.0
194.285,98.0,359.0
194.324,98.0,343.0
194.364,105.0,326.0
194.405,111.0,312.0
194.442,113.0,296.0
194.484,113.0,278.0
194.524,113.0,264.0
194.563,113.0,250.0
194.603,111.0,238.0
194.645,109.0,228.0
194.681,106.0,218.0
194.725,102.0,208.0
194.762,98.0,198.0
194.802,96.0,191.0
194.847,95.0,186.0
194.883,94.0,184.0
194.926,93.0,184.0
194.961,94.0,185.0
195.004,94.0,185.0
195.043,93.0,185.0
195.085,93.0,185.0
195.125,93.0,185.0
195.164,93.0,185.0
195.204,93.0,185.0
195.244,93.0,185.0
195.284,93.0,185.0
195.325,93.0,184.0
195.364,93.0,183.0
195.404,91.0,179.0
195.444,90.0,169.0
195.484,91.0,154.0
195.525,90.0,141.0
195.565,92.0,125.0
195.602,100.0,115.0
195.642,107.0,111.0
195.682,113.0,109.0
195.726,118.0,109.0
195.763,122.0,108.0
195.804,123.0,107.0
195.844,124.0,106.0
195.884,124.0,106.0
195.925,124.0,107.0
195.962,125.0,107.0
196.005,125.0,107.0
196.046,124.0,107.0
196.085,124.0,107.0
196.126,124.0,107.0
196.164,124.0,107.0
196.205,126.0,106.0
196.245,129.0,106.0
196.285,136.0,106.0
196.326,166.0,110.0
196.365,189.0,112.0
196.405,209.0,113.0
196.445,225.0,113.0
196.485,243.0,112.0
196.528,264.0,108.0
196.565,283.0,106.0
196.605,300.0,102.0
196.646,318.0,99.0
196.686,333.0,98.0
196.727,344.0,97.0
196.763,351.0,98.0
196.806,356.0,100.0
196.844,361.0,101.0
196.886,362.0,101.0
196.925,361.0,100.0
196.964,360.0,99.0
197.006,359.0,98.0
197.046,359.0,98.0
197.086,359.0,98.0
197.126,359.0,98.0
197.166,359.0,98.0
197.206,360.0,98.0
197.246,359.0,98.0
197.286,360.0,98.0
197.327,361.0,99.0
197.366,367.0,101.0
197.405,378.0,103.0
197.446,392.0,107.0
197.486,403.0,112.0
197.527,417.0,119.0
197.566,422.0,128.0
197.606,422.0,132.0
197.646,422.0,135.0
197.686,422.0,138.0
197.728,421.0,139.0
197.766,421.0,140.0
197.806,422.0,140.0
197.845,423.0,140.0
197.887,423.0,140.0
197.923,423.0,141.0
197.967,423.0,141.0
198.003,423.0,141.0
198.045,423.0,141.0
198.085,423.0,142.0
198.124,423.0,148.0
198.166,422.0,168.0
198.206,418.0,193.0
198.246,418.0,208.0
198.286,419.0,225.0
198.326,421.0,244.0
198.366,425.0,260.0
198.407,428.0,275.0
198.448,431.0,286.0
198.487,434.0,293.0
198.526,436.0,301.0
198.566,436.0,308.0
198.607,436.0,314.0
198.647,435.0,326.0
198.687,432.0,344.0
198.726,431.0,360.0
198.766,429.0,366.0
198.807,426.0,374.0
198.846,422.0,381.0
198.885,420.0,387.0
198.93,421.0,389.0
198.966,421.0,388.0
199.006,421.0,388.0
199.046,421.0,388.0
199.087,421.0,387.0
199.126,421.0,387.0
199.166,421.0,387.0
199.206,421.0,387.0
199.246,421.0,387.0
199.286,420.0,386.0
199.326,420.0,385.0
199.366,420.0,385.0
199.405,420.0,385.0
199.447,420.0,386.0
199.487,420.0,386.0
199.526,420.0,386.0
199.566,421.0,385.0
199.606,422.0,386.0
199.647,422.0,389.0
199.687,420.0,393.0
199.725,412.0,403.0
199.766,404.0,411.0
199.807,397.0,418.0
199.847,388.0,421.0
199.888,379.0,423.0
199.928,373.0,422.0
199.964,371.0,423.0
200.005,369.0,423.0
200.046,368.0,423.0
200.086,368.0,424.0
200.127,369.0,423.0
200.166,369.0,423.0
200.207,369.0,423.0
200.244,369.0,423.0
200.287,369.0,423.0
200.327,369.0,423.0
200.368,369.0,423.0
200.407,369.0,423.0
200.446,366.0,423.0
200.487,358.0,423.0
200.527,342.0,424.0
200.567,327.0,425.0
200.605,310.0,426.0
200.647,292.0,426.0
200.688,273.0,427.0
200.726,255.0,430.0
200.766,237.0,432.0
200.807,223.0,433.0
200.848,206.0,434.0
200.886,192.0,433.0
200.926,180.0,431.0
200.966,171.0,429.0
201.006,165.0,427.0
201.046,163.0,426.0
201.086,163.0,426.0
201.126,164.0,428.0
201.166,164.0,428.0
201.207,164.0,429.0
201.246,164.0,429.0
201.288,164.0,429.0
201.327,164.0,429.0
201.365,164.0,429.0
201.407,164.0,429.0
201.447,162.0,429.0
201.487,156.0,427.0
201.529,146.0,424.0
201.567,136.0,423.0
201.608,124.0,421.0
201.648,118.0,420.0
201.688,106.0,408.0
201.729,101.0,395.0
201.767,99.0,388.0
201.809,99.0,388.0
201.848,99.0,388.0
201.887,99.0,386.0
201.926,98.0,387.0
201.968,98.0,387.0
202.008,99.0,387.0
202.048,98.0,387.0
202.086,98.0,387.0
202.127,98.0,388.0
202.168,99.0,387.0
202.208,98.0,387.0
202.248,99.0,387.0
202.289,99.0,387.0
202.329,99.0,387.0
202.368,99.0,383.0
202.409,99.0,373.0
202.448,98.0,357.0
202.489,98.0,338.0
202.527,101.0,321.0
202.567,102.0,304.0
202.608,101.0,285.0
202.647,98.0,266.0
202.686,96.0,246.0
202.73,97.0,229.0
202.768,95.0,214.0
202.809,95.0,198.0
202.848,94.0,185.0
202.886,90.0,175.0
202.931,89.0,172.0
202.968,88.0,173.0
203.008,87.0,175.0
203.046,87.0,175.0
203.087,87.0,176.0
203.129,87.0,176.0
203.167,87.0,176.0
203.206,87.0,175.0
203.249,87.0,176.0
203.288,87.0,176.0
203.328,87.0,176.0
203.368,87.0,176.0
203.406,87.0,175.0
203.446,87.0,173.0
203.488,88.0,166.0
203.53,89.0,154.0
203.567,90.0,140.0
203.609,92.0,126.0
203.648,101.0,115.0
203.688,107.0,112.0
203.73,111.0,110.0
203.766,114.0,109.0
203.809,118.0,109.0
203.847,121.0,109.0
203.887,121.0,108.0
203.927,122.0,107.0
203.969,122.0,107.0
204.006,122.0,108.0
204.049,122.0,108.0
204.086,122.0,108.0
204.127,122.0,108.0
204.169,122.0,108.0
204.21,122.0,108.0
204.25,126.0,107.0
204.288,134.0,106.0
204.331,157.0,109.0
204.367,176.0,109.0
204.409,194.0,111.0
204.449,206.0,114.0
204.489,215.0,119.0
204.529,222.0,128.0
204.566,227.0,134.0
204.609,228.0,139.0
204.65,225.0,144.0
204.691,222.0,148.0
204.73,220.0,151.0
204.769,219.0,153.0
204.81,218.0,154.0
204.85,217.0,154.0
204.89,216.0,153.0
204.931,216.0,154.0
204.97,216.0,154.0
205.009,216.0,154.0
