time,framenumber,xposition,yposition,currentPatch,previousTrapeze,currentTrapeze,turnDirection,ongoingRewardedObject,ongoingRewardedDirection,Rewarded,typeOfTurn,nberOfConsecRewards,maxNberOfConsecRewards,nbQT_sinceLastReward,nbRewardsWhileDepleting,totalnberOfRewards
143.376,3545,301,423,SE,S,W,270.0,['SE'],[270.0],1,gogd,4,0,0,3,120
143.697,3553,191,424,SW,E,S,270.0,['SW'],[270.0],1,gogd,5,0,0,1,121
144.578,3575,97,396,SW,S,W,270.0,['SW'],[270.0],1,gogd,6,0,0,2,122
145.337,3594,110,333,SW,W,N,270.0,['SW'],[270.0],1,gogd,7,0,0,3,123
146.136,3614,203,333,SW,N,E,270.0,['SW'],[270.0],0,gogdnr,0,0,1,3,123
147.14,3639,312,438,SE,W,S,90.0,['SE'],[90.0],1,gogd,1,0,0,1,124
148.02,3661,408,407,SE,S,E,90.0,['SE'],[90.0],1,gogd,2,0,0,2,125
148.819,3681,397,328,SE,E,N,90.0,['SE'],[90.0],1,gogd,3,0,0,3,126
150.301,3718,99,203,NW,S,W,270.0,['NW'],[270.0],1,gogd,4,0,0,1,127
151.381,3745,98,117,NW,W,N,270.0,['NW'],[270.0],1,gogd,5,0,0,2,128
152.182,3765,206,114,NW,N,E,270.0,['NW'],[270.0],1,gogd,6,0,0,3,129
152.542,3774,322,111,NE,W,N,270.0,['NE'],[270.0],1,gogd,7,0,0,1,130
153.382,3795,410,117,NE,N,E,270.0,['NE'],[270.0],1,gogd,8,0,0,2,131
154.183,3815,408,219,NE,E,S,270.0,['NE'],[270.0],1,gogd,9,0,0,3,132
154.543,3824,414,348,SE,N,E,270.0,['SE'],[270.0],1,gogd,10,0,0,1,133
155.461,3847,399,418,SE,E,S,270.0,['SE'],[270.0],1,gogd,11,0,0,2,134
156.224,3866,308,424,SE,S,W,270.0,['SE'],[270.0],1,gogd,12,0,0,3,135
156.503,3873,200,431,SW,E,S,270.0,['SW'],[270.0],1,gogd,13,0,0,1,136
158.304,3918,108,328,SW,W,N,270.0,['SW'],[270.0],1,gogd,14,0,0,2,137
159.146,3939,218,324,SW,N,E,270.0,['SW'],[270.0],1,gogd,15,0,0,3,138
160.786,3980,412,202,NE,S,E,90.0,['NE'],[90.0],1,gogd,16,0,0,1,139
161.707,4003,404,111,NE,E,N,90.0,['NE'],[90.0],1,gogd,17,0,0,2,140
162.508,4023,314,104,NE,N,W,90.0,['NE'],[90.0],1,gogd,18,0,0,3,141
163.389,4045,321,218,NE,W,S,90.0,['NE'],[90.0],0,gogdnr,0,0,1,3,141
164.268,4067,416,211,NE,S,E,90.0,['NE'],[90.0],1,gogd,1,0,0,4,142
165.109,4088,409,109,NE,E,N,90.0,['NE'],[90.0],0,gogdnr,0,0,1,4,142
165.987,4110,281,79,NE,N,W,90.0,['NE'],[90.0],1,gogd,1,0,0,5,143
166.709,4128,97,123,NW,N,W,90.0,['NW'],[90.0],1,gogd,2,0,0,1,144
167.51,4148,103,209,NW,W,S,90.0,['NW'],[90.0],1,gogd,3,0,0,2,145
169.671,4202,316,216,NE,W,S,90.0,['NE'],[90.0],1,gogd,4,0,0,1,146
170.511,4223,413,208,NE,S,E,90.0,['NE'],[90.0],1,gogd,5,0,0,2,147
171.389,4245,408,110,NE,E,N,90.0,['NE'],[90.0],1,gogd,6,0,0,3,148
172.232,4266,291,85,NE,N,W,90.0,['NE'],[90.0],0,gogdnr,0,0,1,3,148
172.43,4271,211,79,NW,E,N,90.0,['NW'],[90.0],1,gogd,1,0,0,1,149
173.352,4294,100,121,NW,N,W,90.0,['NW'],[90.0],1,gogd,2,0,0,2,150
174.154,4314,100,209,NW,W,S,90.0,['NW'],[90.0],1,gogd,3,0,0,3,151
175.994,4360,412,342,SE,N,E,270.0,['SE'],[270.0],1,gogd,4,0,0,1,152
176.836,4381,401,413,SE,E,S,270.0,['SE'],[270.0],1,gogd,5,0,0,2,153
177.675,4402,304,421,SE,S,W,270.0,['SE'],[270.0],1,gogd,6,0,0,3,154
178.876,4432,205,319,SW,E,N,90.0,['SW'],[90.0],1,gogd,7,0,0,1,155
179.796,4455,98,349,SW,N,W,90.0,['SW'],[90.0],1,gogd,8,0,0,2,156
180.596,4475,119,419,SW,W,S,90.0,['SW'],[90.0],1,gogd,9,0,0,3,157
181.477,4497,200,425,SW,S,E,90.0,['SW'],[90.0],0,gogdnr,0,0,1,3,157
182.638,4526,308,313,SE,W,N,270.0,['SE'],[270.0],1,gogd,1,0,0,1,158
183.117,4538,415,346,SE,N,E,270.0,['SE'],[270.0],1,gogd,2,0,0,2,159
183.958,4559,400,416,SE,E,S,270.0,['SE'],[270.0],1,gogd,3,0,0,3,160
184.716,4578,303,428,SE,S,W,270.0,['SE'],[270.0],0,gogdnr,0,0,1,3,160
184.958,4584,206,442,SW,E,S,270.0,['SW'],[270.0],1,gogd,1,0,0,1,161
185.637,4601,107,406,SW,S,W,270.0,['SW'],[270.0],1,gogd,2,0,0,2,162
186.317,4618,101,331,SW,W,N,270.0,['SW'],[270.0],1,gogd,3,0,0,3,163
186.679,4627,100,201,NW,S,W,270.0,['NW'],[270.0],1,gogd,4,0,0,1,164
187.478,4647,99,117,NW,W,N,270.0,['NW'],[270.0],1,gogd,5,0,0,2,165
188.2,4665,195,113,NW,N,E,270.0,['NW'],[270.0],1,gogd,6,0,0,3,166
188.598,4675,330,110,NE,W,N,270.0,['NE'],[270.0],1,gogd,7,0,0,1,167
189.439,4696,412,118,NE,N,E,270.0,['NE'],[270.0],1,gogd,8,0,0,2,168
190.16,4714,414,216,NE,E,S,270.0,['NE'],[270.0],1,gogd,9,0,0,3,169
190.522,4723,415,346,SE,N,E,270.0,['SE'],[270.0],1,gogd,10,0,0,1,170
191.443,4746,398,418,SE,E,S,270.0,['SE'],[270.0],1,gogd,11,0,0,2,171
192.242,4766,314,425,SE,S,W,270.0,['SE'],[270.0],1,gogd,12,0,0,3,172
192.64,4776,189,424,SW,E,S,270.0,['SW'],[270.0],1,gogd,13,0,0,1,173
193.564,4799,103,407,SW,S,W,270.0,['SW'],[270.0],1,gogd,14,0,0,2,174
194.364,4819,105,326,SW,W,N,270.0,['SW'],[270.0],1,gogd,15,0,0,3,175
194.762,4829,98,198,NW,S,W,270.0,['NW'],[270.0],1,gogd,16,0,0,1,176
195.602,4850,100,115,NW,W,N,270.0,['NW'],[270.0],1,gogd,17,0,0,2,177
196.365,4869,189,112,NW,N,E,270.0,['NW'],[270.0],1,gogd,18,0,0,3,178
196.646,4876,318,99,NE,W,N,270.0,['NE'],[270.0],1,gogd,19,0,0,1,179
197.527,4898,417,119,NE,N,E,270.0,['NE'],[270.0],1,gogd,20,0,0,2,180
198.286,4917,419,225,NE,E,S,270.0,['NE'],[270.0],1,gogd,21,0,0,3,181
198.607,4925,436,314,SE,N,E,270.0,['SE'],[270.0],1,gogd,22,0,0,1,182
199.807,4955,397,418,SE,E,S,270.0,['SE'],[270.0],1,gogd,23,0,0,2,183
200.605,4975,310,426,SE,S,W,270.0,['SE'],[270.0],1,gogd,24,0,0,3,184
200.886,4982,192,433,SW,E,S,270.0,['SW'],[270.0],1,gogd,25,0,0,1,185
201.688,5002,106,408,SW,S,W,270.0,['SW'],[270.0],1,gogd,26,0,0,2,186
202.489,5022,98,338,SW,W,N,270.0,['SW'],[270.0],1,gogd,27,0,0,3,187
202.809,5030,95,198,NW,S,W,270.0,['NW'],[270.0],1,gogd,28,0,0,1,188
203.648,5051,101,115,NW,W,N,270.0,['NW'],[270.0],1,gogd,29,0,0,2,189
204.409,5070,194,111,NW,N,E,270.0,['NW'],[270.0],1,gogd,30,0,0,3,190
205.811,5105,188,217,NW,E,S,270.0,['NW'],[270.0],0,gogdnr,0,0,1,3,190
206.85,5131,98,199,NW,S,W,270.0,['NW'],[270.0],1,gogd,1,0,0,4,191
207.692,5152,95,109,NW,W,N,270.0,['NW'],[270.0],0,gogdnr,0,0,1,4,191
208.689,5177,310,99,NE,W,N,270.0,['NE'],[270.0],1,gogd,1,0,0,1,192
209.452,5196,406,114,NE,N,E,270.0,['NE'],[270.0],1,gogd,2,0,0,2,193
210.252,5216,410,223,NE,E,S,270.0,['NE'],[270.0],1,gogd,3,0,0,3,194
210.733,5228,411,344,SE,N,E,270.0,['SE'],[270.0],1,gogd,4,0,0,1,195
211.613,5250,397,417,SE,E,S,270.0,['SE'],[270.0],1,gogd,5,0,0,2,196
212.413,5270,297,427,SE,S,W,270.0,['SE'],[270.0],1,gogd,6,0,0,3,197
212.652,5276,198,433,SW,E,S,270.0,['SW'],[270.0],1,gogd,7,0,0,1,198
213.534,5298,102,403,SW,S,W,270.0,['SW'],[270.0],1,gogd,8,0,0,2,199
214.296,5317,99,334,SW,W,N,270.0,['SW'],[270.0],1,gogd,9,0,0,3,200
214.614,5325,94,209,NW,S,W,270.0,['NW'],[270.0],1,gogd,10,0,0,1,201
215.495,5347,101,114,NW,W,N,270.0,['NW'],[270.0],1,gogd,11,0,0,2,202
216.296,5367,197,110,NW,N,E,270.0,['NW'],[270.0],1,gogd,12,0,0,3,203
216.615,5375,323,112,NE,W,N,270.0,['NE'],[270.0],1,gogd,13,0,0,1,204
217.457,5396,416,117,NE,N,E,270.0,['NE'],[270.0],1,gogd,14,0,0,2,205
218.256,5416,412,221,NE,E,S,270.0,['NE'],[270.0],1,gogd,15,0,0,3,206
218.617,5425,413,343,SE,N,E,270.0,['SE'],[270.0],1,gogd,16,0,0,1,207
219.497,5447,397,419,SE,E,S,270.0,['SE'],[270.0],1,gogd,17,0,0,2,208
220.257,5466,306,428,SE,S,W,270.0,['SE'],[270.0],1,gogd,18,0,0,3,209
220.498,5472,198,438,SW,E,S,270.0,['SW'],[270.0],1,gogd,19,0,0,1,210
221.616,5500,103,400,SW,S,W,270.0,['SW'],[270.0],1,gogd,20,0,0,2,211
222.378,5519,99,336,SW,W,N,270.0,['SW'],[270.0],1,gogd,21,0,0,3,212
222.779,5529,99,204,NW,S,W,270.0,['NW'],[270.0],1,gogd,22,0,0,1,213
223.659,5551,107,114,NW,W,N,270.0,['NW'],[270.0],1,gogd,23,0,0,2,214
224.459,5571,196,111,NW,N,E,270.0,['NW'],[270.0],1,gogd,24,0,0,3,215
225.781,5604,317,216,NE,W,S,90.0,['NE'],[90.0],1,gogd,25,0,0,1,216
226.784,5629,410,207,NE,S,E,90.0,['NE'],[90.0],1,gogd,26,0,0,2,217
227.662,5651,403,110,NE,E,N,90.0,['NE'],[90.0],1,gogd,27,0,0,3,218
228.462,5671,320,112,NE,N,W,90.0,['NE'],[90.0],0,gogdnr,0,0,1,3,218
229.863,5706,98,199,NW,S,W,270.0,['NW'],[270.0],1,gogd,1,0,0,1,219
230.744,5728,106,114,NW,W,N,270.0,['NW'],[270.0],1,gogd,2,0,0,2,220
231.504,5747,200,110,NW,N,E,270.0,['NW'],[270.0],1,gogd,3,0,0,3,221
231.781,5754,322,100,NE,W,N,270.0,['NE'],[270.0],1,gogd,4,0,0,1,222
232.504,5772,416,121,NE,N,E,270.0,['NE'],[270.0],1,gogd,5,0,0,2,223
233.342,5793,411,218,NE,E,S,270.0,['NE'],[270.0],1,gogd,6,0,0,3,224
233.662,5801,418,343,SE,N,E,270.0,['SE'],[270.0],1,gogd,7,0,0,1,225
234.825,5830,400,416,SE,E,S,270.0,['SE'],[270.0],1,gogd,8,0,0,2,226
235.626,5850,302,424,SE,S,W,270.0,['SE'],[270.0],1,gogd,9,0,0,3,227
236.707,5877,189,331,SW,E,N,90.0,['SW'],[90.0],1,gogd,10,0,0,1,228
237.947,5908,98,345,SW,N,W,90.0,['SW'],[90.0],1,gogd,11,0,0,2,229
238.708,5927,110,410,SW,W,S,90.0,['SW'],[90.0],1,gogd,12,0,0,3,230
239.905,5957,201,424,SW,S,E,90.0,['SW'],[90.0],0,gogdnr,0,0,1,3,230
240.829,5980,217,309,SW,E,N,90.0,['SW'],[90.0],1,gogd,1,0,0,4,231
241.949,6008,98,207,NW,S,W,270.0,['NW'],[270.0],1,gogd,2,0,0,1,232
242.87,6031,104,115,NW,W,N,270.0,['NW'],[270.0],1,gogd,3,0,0,2,233
243.631,6050,191,111,NW,N,E,270.0,['NW'],[270.0],1,gogd,4,0,0,3,234
244.788,6079,184,219,NW,E,S,270.0,['NW'],[270.0],0,gogdnr,0,0,1,3,234
245.672,6101,98,200,NW,S,W,270.0,['NW'],[270.0],1,gogd,1,0,0,4,235
246.592,6124,94,99,NW,W,N,270.0,['NW'],[270.0],0,gogdnr,0,0,1,4,235
247.513,6147,327,111,NE,W,N,270.0,['NE'],[270.0],1,gogd,1,0,0,1,236
248.35,6168,413,118,NE,N,E,270.0,['NE'],[270.0],1,gogd,2,0,0,2,237
249.153,6188,412,220,NE,E,S,270.0,['NE'],[270.0],1,gogd,3,0,0,3,238
249.553,6198,415,344,SE,N,E,270.0,['SE'],[270.0],1,gogd,4,0,0,1,239
250.434,6220,399,417,SE,E,S,270.0,['SE'],[270.0],1,gogd,5,0,0,2,240
