time,xposition,yposition,framenumber
153.036,173.0,329.0,3783.0
153.077,173.0,329.0,3784.0
153.118,173.0,328.0,3785.0
153.157,173.0,326.0,3786.0
153.197,175.0,323.0,3787.0
153.238,179.0,320.0,3788.0
153.278,185.0,318.0,3789.0
153.318,195.0,315.0,3790.0
153.358,203.0,314.0,3791.0
153.399,211.0,311.0,3792.0
153.438,223.0,307.0,3793.0
153.478,235.0,304.0,3794.0
153.518,247.0,303.0,3795.0
153.557,258.0,303.0,3796.0
153.598,269.0,304.0,3797.0
153.637,283.0,306.0,3798.0
153.678,295.0,307.0,3799.0
153.719,307.0,310.0,3800.0
153.758,321.0,314.0,3801.0
153.798,332.0,318.0,3802.0
153.838,339.0,320.0,3803.0
153.879,344.0,322.0,3804.0
153.919,346.0,323.0,3805.0
153.958,347.0,323.0,3806.0
153.996,347.0,322.0,3807.0
154.039,346.0,322.0,3808.0
154.078,347.0,322.0,3809.0
154.119,348.0,322.0,3810.0
154.159,352.0,323.0,3811.0
154.196,361.0,324.0,3812.0
154.235,371.0,325.0,3813.0
154.277,378.0,325.0,3814.0
154.318,386.0,326.0,3815.0
154.36,391.0,325.0,3816.0
154.398,399.0,329.0,3817.0
154.436,409.0,336.0,3818.0
154.476,412.0,343.0,3819.0
154.517,415.0,354.0,3820.0
154.558,414.0,362.0,3821.0
154.598,416.0,360.0,3822.0
154.636,416.0,363.0,3823.0
154.676,416.0,362.0,3824.0
154.716,416.0,361.0,3825.0
154.758,416.0,362.0,3826.0
154.796,416.0,362.0,3827.0
154.84,416.0,362.0,3828.0
154.876,416.0,362.0,3829.0
154.916,416.0,362.0,3830.0
154.958,416.0,362.0,3831.0
154.998,416.0,362.0,3832.0
155.037,416.0,362.0,3833.0
155.078,416.0,362.0,3834.0
155.118,416.0,362.0,3835.0
155.158,416.0,362.0,3836.0
155.198,415.0,365.0,3837.0
155.238,415.0,369.0,3838.0
155.279,415.0,378.0,3839.0
155.32,414.0,389.0,3840.0
155.358,409.0,402.0,3841.0
155.399,403.0,412.0,3842.0
155.438,399.0,418.0,3843.0
155.478,394.0,420.0,3844.0
155.519,386.0,421.0,3845.0
155.558,377.0,422.0,3846.0
155.599,374.0,422.0,3847.0
155.638,374.0,423.0,3848.0
155.679,373.0,424.0,3849.0
155.719,372.0,424.0,3850.0
155.759,371.0,424.0,3851.0
155.8,370.0,423.0,3852.0
155.839,370.0,423.0,3853.0
155.879,370.0,423.0,3854.0
155.919,370.0,423.0,3855.0
155.958,370.0,423.0,3856.0
155.999,370.0,424.0,3857.0
156.039,370.0,424.0,3858.0
156.078,370.0,424.0,3859.0
156.119,370.0,424.0,3860.0
156.157,369.0,424.0,3861.0
156.199,365.0,424.0,3862.0
156.239,360.0,424.0,3863.0
156.28,354.0,424.0,3864.0
156.319,346.0,425.0,3865.0
156.359,335.0,425.0,3866.0
156.399,324.0,424.0,3867.0
156.439,315.0,422.0,3868.0
156.479,310.0,418.0,3869.0
156.519,308.0,411.0,3870.0
156.559,306.0,405.0,3871.0
156.597,305.0,400.0,3872.0
156.639,305.0,397.0,3873.0
156.68,305.0,396.0,3874.0
156.72,305.0,395.0,3875.0
156.758,306.0,395.0,3876.0
156.8,306.0,396.0,3877.0
156.837,306.0,396.0,3878.0
156.877,306.0,396.0,3879.0
156.917,307.0,396.0,3880.0
156.959,306.0,396.0,3881.0
156.999,306.0,396.0,3882.0
157.04,306.0,396.0,3883.0
157.079,306.0,396.0,3884.0
157.119,306.0,395.0,3885.0
157.159,306.0,395.0,3886.0
157.196,305.0,392.0,3887.0
157.241,304.0,383.0,3888.0
157.28,303.0,370.0,3889.0
157.32,302.0,359.0,3890.0
157.359,301.0,348.0,3891.0
157.399,299.0,339.0,3892.0
157.437,300.0,331.0,3893.0
157.478,304.0,326.0,3894.0
157.52,311.0,323.0,3895.0
157.557,320.0,321.0,3896.0
157.599,328.0,321.0,3897.0
157.64,333.0,322.0,3898.0
157.679,337.0,322.0,3899.0
157.72,339.0,323.0,3900.0
157.759,340.0,323.0,3901.0
157.799,341.0,323.0,3902.0
157.839,341.0,323.0,3903.0
157.88,341.0,323.0,3904.0
157.919,341.0,323.0,3905.0
157.959,341.0,323.0,3906.0
158.0,341.0,323.0,3907.0
158.039,341.0,323.0,3908.0
158.08,341.0,323.0,3909.0
158.12,344.0,323.0,3910.0
158.16,352.0,323.0,3911.0
158.201,365.0,324.0,3912.0
158.24,376.0,323.0,3913.0
158.28,387.0,324.0,3914.0
158.32,396.0,325.0,3915.0
158.36,407.0,328.0,3916.0
158.4,412.0,338.0,3917.0
158.44,416.0,351.0,3918.0
158.481,416.0,361.0,3919.0
158.52,416.0,364.0,3920.0
158.557,417.0,361.0,3921.0
158.6,418.0,360.0,3922.0
158.64,418.0,359.0,3923.0
158.682,419.0,359.0,3924.0
158.72,419.0,358.0,3925.0
158.76,419.0,358.0,3926.0
158.798,419.0,358.0,3927.0
158.838,419.0,359.0,3928.0
158.881,419.0,359.0,3929.0
158.919,419.0,363.0,3930.0
158.96,417.0,373.0,3931.0
158.999,415.0,388.0,3932.0
159.039,411.0,401.0,3933.0
159.081,406.0,413.0,3934.0
159.121,399.0,420.0,3935.0
159.161,394.0,424.0,3936.0
159.201,388.0,424.0,3937.0
159.242,380.0,423.0,3938.0
159.281,375.0,423.0,3939.0
159.321,372.0,423.0,3940.0
159.36,371.0,424.0,3941.0
159.401,370.0,424.0,3942.0
159.441,370.0,424.0,3943.0
159.48,369.0,424.0,3944.0
159.521,369.0,424.0,3945.0
159.558,369.0,424.0,3946.0
159.601,369.0,424.0,3947.0
159.642,370.0,424.0,3948.0
159.68,370.0,424.0,3949.0
159.721,369.0,424.0,3950.0
159.758,367.0,424.0,3951.0
159.801,363.0,424.0,3952.0
159.841,354.0,423.0,3953.0
159.88,339.0,423.0,3954.0
159.921,328.0,423.0,3955.0
159.96,314.0,422.0,3956.0
160.001,303.0,419.0,3957.0
160.041,294.0,415.0,3958.0
160.081,285.0,412.0,3959.0
160.123,274.0,408.0,3960.0
160.161,262.0,407.0,3961.0
160.201,249.0,407.0,3962.0
160.241,236.0,406.0,3963.0
160.281,224.0,403.0,3964.0
160.319,214.0,400.0,3965.0
160.36,211.0,397.0,3966.0
160.4,212.0,397.0,3967.0
160.443,215.0,399.0,3968.0
160.481,217.0,401.0,3969.0
160.522,216.0,405.0,3970.0
160.561,212.0,411.0,3971.0
160.603,205.0,416.0,3972.0
160.642,200.0,420.0,3973.0
160.682,193.0,422.0,3974.0
160.721,188.0,423.0,3975.0
160.762,186.0,424.0,3976.0
160.801,183.0,424.0,3977.0
160.843,179.0,423.0,3978.0
160.882,177.0,423.0,3979.0
160.921,176.0,423.0,3980.0
160.962,175.0,423.0,3981.0
161.001,174.0,423.0,3982.0
161.039,173.0,423.0,3983.0
161.083,173.0,423.0,3984.0
161.121,173.0,423.0,3985.0
161.162,173.0,423.0,3986.0
161.201,173.0,423.0,3987.0
161.242,174.0,423.0,3988.0
161.282,174.0,423.0,3989.0
161.321,174.0,423.0,3990.0
161.362,173.0,423.0,3991.0
161.402,170.0,423.0,3992.0
161.442,165.0,423.0,3993.0
161.482,155.0,422.0,3994.0
161.521,146.0,422.0,3995.0
161.563,138.0,423.0,3996.0
161.602,130.0,422.0,3997.0
161.642,122.0,421.0,3998.0
161.682,120.0,421.0,3999.0
161.722,113.0,414.0,4000.0
161.762,106.0,401.0,4001.0
161.799,100.0,393.0,4002.0
161.842,100.0,393.0,4003.0
161.88,99.0,394.0,4004.0
161.921,100.0,394.0,4005.0
161.962,100.0,393.0,4006.0
162.002,100.0,393.0,4007.0
162.044,100.0,394.0,4008.0
162.083,100.0,393.0,4009.0
162.122,100.0,393.0,4010.0
162.162,100.0,394.0,4011.0
162.202,100.0,394.0,4012.0
162.242,100.0,394.0,4013.0
162.282,100.0,393.0,4014.0
162.322,100.0,394.0,4015.0
162.362,100.0,393.0,4016.0
162.402,100.0,392.0,4017.0
162.443,100.0,388.0,4018.0
162.482,100.0,376.0,4019.0
162.524,99.0,366.0,4020.0
162.564,97.0,356.0,4021.0
162.602,96.0,347.0,4022.0
162.643,98.0,336.0,4023.0
162.683,107.0,330.0,4024.0
162.723,114.0,328.0,4025.0
162.762,120.0,329.0,4026.0
162.802,124.0,329.0,4027.0
162.845,127.0,328.0,4028.0
162.882,129.0,327.0,4029.0
162.92,131.0,327.0,4030.0
162.962,132.0,328.0,4031.0
163.003,132.0,328.0,4032.0
163.042,132.0,329.0,4033.0
163.082,132.0,329.0,4034.0
163.121,132.0,329.0,4035.0
163.163,132.0,329.0,4036.0
163.202,132.0,329.0,4037.0
163.241,132.0,329.0,4038.0
163.282,132.0,329.0,4039.0
163.322,133.0,329.0,4040.0
163.362,138.0,329.0,4041.0
163.403,150.0,328.0,4042.0
163.443,161.0,326.0,4043.0
163.484,174.0,326.0,4044.0
163.523,188.0,327.0,4045.0
163.563,204.0,327.0,4046.0
163.603,220.0,328.0,4047.0
163.643,235.0,329.0,4048.0
163.682,252.0,333.0,4049.0
163.723,266.0,338.0,4050.0
163.762,276.0,341.0,4051.0
163.803,285.0,344.0,4052.0
163.844,289.0,346.0,4053.0
163.883,291.0,346.0,4054.0
163.92,293.0,344.0,4055.0
163.962,297.0,340.0,4056.0
164.003,303.0,337.0,4057.0
164.043,312.0,333.0,4058.0
164.082,320.0,331.0,4059.0
164.124,328.0,330.0,4060.0
164.164,333.0,329.0,4061.0
164.203,337.0,328.0,4062.0
164.245,338.0,328.0,4063.0
164.284,338.0,327.0,4064.0
164.323,338.0,327.0,4065.0
164.363,338.0,327.0,4066.0
164.404,338.0,327.0,4067.0
164.445,338.0,328.0,4068.0
164.483,338.0,328.0,4069.0
164.523,338.0,328.0,4070.0
164.563,338.0,328.0,4071.0
164.603,338.0,328.0,4072.0
164.643,338.0,328.0,4073.0
164.683,338.0,328.0,4074.0
164.723,340.0,328.0,4075.0
164.765,345.0,327.0,4076.0
164.803,355.0,326.0,4077.0
164.844,365.0,326.0,4078.0
164.884,375.0,325.0,4079.0
164.925,387.0,325.0,4080.0
164.963,394.0,326.0,4081.0
165.004,403.0,327.0,4082.0
165.044,403.0,328.0,4083.0
165.084,415.0,339.0,4084.0
165.124,421.0,347.0,4085.0
165.165,422.0,353.0,4086.0
165.204,421.0,356.0,4087.0
165.245,420.0,359.0,4088.0
165.282,419.0,359.0,4089.0
165.324,417.0,361.0,4090.0
165.361,416.0,362.0,4091.0
165.406,416.0,362.0,4092.0
165.444,418.0,360.0,4093.0
165.484,418.0,360.0,4094.0
165.524,418.0,359.0,4095.0
165.564,418.0,359.0,4096.0
165.603,418.0,359.0,4097.0
165.644,417.0,359.0,4098.0
165.681,418.0,359.0,4099.0
165.722,418.0,359.0,4100.0
165.762,418.0,360.0,4101.0
165.804,417.0,361.0,4102.0
165.843,416.0,367.0,4103.0
165.885,415.0,377.0,4104.0
165.924,415.0,387.0,4105.0
165.964,412.0,401.0,4106.0
166.003,408.0,410.0,4107.0
166.044,405.0,414.0,4108.0
166.084,402.0,416.0,4109.0
166.123,397.0,418.0,4110.0
166.166,392.0,421.0,4111.0
166.204,384.0,424.0,4112.0
166.245,380.0,424.0,4113.0
166.284,377.0,424.0,4114.0
166.324,374.0,424.0,4115.0
166.366,372.0,423.0,4116.0
166.404,370.0,423.0,4117.0
166.445,370.0,423.0,4118.0
166.484,370.0,423.0,4119.0
166.524,370.0,424.0,4120.0
166.564,370.0,423.0,4121.0
166.604,370.0,423.0,4122.0
166.644,371.0,423.0,4123.0
166.685,370.0,423.0,4124.0
166.726,370.0,423.0,4125.0
166.765,370.0,423.0,4126.0
166.805,369.0,423.0,4127.0
166.847,367.0,423.0,4128.0
166.885,365.0,423.0,4129.0
166.925,364.0,423.0,4130.0
166.966,365.0,423.0,4131.0
167.005,366.0,423.0,4132.0
167.045,366.0,423.0,4133.0
167.084,365.0,423.0,4134.0
167.124,365.0,423.0,4135.0
167.165,360.0,423.0,4136.0
167.204,351.0,423.0,4137.0
167.245,338.0,424.0,4138.0
167.285,328.0,425.0,4139.0
167.326,316.0,424.0,4140.0
167.366,309.0,421.0,4141.0
167.406,306.0,417.0,4142.0
167.445,305.0,411.0,4143.0
167.486,305.0,406.0,4144.0
167.523,305.0,402.0,4145.0
167.562,305.0,400.0,4146.0
167.603,305.0,398.0,4147.0
167.643,306.0,397.0,4148.0
167.682,306.0,397.0,4149.0
167.723,306.0,397.0,4150.0
167.764,306.0,397.0,4151.0
167.804,307.0,397.0,4152.0
167.845,306.0,398.0,4153.0
167.886,306.0,398.0,4154.0
167.923,306.0,398.0,4155.0
167.966,306.0,398.0,4156.0
168.003,306.0,398.0,4157.0
168.043,306.0,398.0,4158.0
168.083,305.0,397.0,4159.0
168.123,304.0,394.0,4160.0
168.164,302.0,384.0,4161.0
168.203,297.0,375.0,4162.0
168.243,291.0,368.0,4163.0
168.285,283.0,360.0,4164.0
168.323,271.0,351.0,4165.0
168.367,260.0,344.0,4166.0
168.406,247.0,338.0,4167.0
168.446,236.0,334.0,4168.0
168.486,227.0,329.0,4169.0
168.526,217.0,326.0,4170.0
168.564,207.0,325.0,4171.0
168.606,199.0,323.0,4172.0
168.646,191.0,323.0,4173.0
168.683,184.0,323.0,4174.0
168.727,178.0,324.0,4175.0
168.768,173.0,325.0,4176.0
168.806,170.0,325.0,4177.0
168.846,167.0,325.0,4178.0
168.884,167.0,324.0,4179.0
168.925,167.0,325.0,4180.0
168.967,167.0,325.0,4181.0
169.006,168.0,325.0,4182.0
169.046,168.0,325.0,4183.0
169.086,168.0,325.0,4184.0
169.125,168.0,325.0,4185.0
169.166,168.0,325.0,4186.0
169.205,167.0,325.0,4187.0
169.247,161.0,325.0,4188.0
169.286,152.0,324.0,4189.0
169.325,140.0,324.0,4190.0
169.366,130.0,323.0,4191.0
169.406,122.0,323.0,4192.0
169.446,116.0,324.0,4193.0
169.486,108.0,328.0,4194.0
169.525,98.0,336.0,4195.0
169.565,93.0,345.0,4196.0
169.606,93.0,352.0,4197.0
169.646,94.0,357.0,4198.0
169.686,96.0,361.0,4199.0
169.728,97.0,363.0,4200.0
169.766,96.0,364.0,4201.0
169.806,96.0,364.0,4202.0
169.846,96.0,364.0,4203.0
169.884,96.0,364.0,4204.0
169.924,97.0,364.0,4205.0
169.966,97.0,363.0,4206.0
170.006,97.0,363.0,4207.0
170.047,96.0,363.0,4208.0
170.086,97.0,364.0,4209.0
170.126,96.0,363.0,4210.0
170.166,96.0,364.0,4211.0
170.208,96.0,364.0,4212.0
170.247,96.0,364.0,4213.0
170.286,96.0,365.0,4214.0
170.326,96.0,371.0,4215.0
170.366,96.0,378.0,4216.0
170.406,98.0,387.0,4217.0
170.444,100.0,395.0,4218.0
170.486,111.0,410.0,4219.0
170.526,122.0,421.0,4220.0
170.567,123.0,422.0,4221.0
170.607,125.0,422.0,4222.0
170.646,131.0,422.0,4223.0
170.688,136.0,422.0,4224.0
170.726,140.0,422.0,4225.0
170.766,143.0,422.0,4226.0
170.808,143.0,423.0,4227.0
170.847,142.0,423.0,4228.0
170.884,142.0,423.0,4229.0
170.927,142.0,423.0,4230.0
170.967,143.0,424.0,4231.0
171.004,143.0,424.0,4232.0
171.047,143.0,424.0,4233.0
171.087,143.0,424.0,4234.0
171.127,143.0,424.0,4235.0
171.168,143.0,424.0,4236.0
171.207,143.0,423.0,4237.0
171.247,143.0,423.0,4238.0
171.285,143.0,423.0,4239.0
171.325,143.0,423.0,4240.0
171.367,143.0,423.0,4241.0
171.405,143.0,423.0,4242.0
171.447,143.0,423.0,4243.0
171.485,144.0,424.0,4244.0
171.527,145.0,424.0,4245.0
171.564,145.0,423.0,4246.0
171.605,144.0,422.0,4247.0
171.649,144.0,422.0,4248.0
171.685,144.0,422.0,4249.0
171.727,144.0,422.0,4250.0
171.767,145.0,422.0,4251.0
171.807,146.0,423.0,4252.0
171.846,150.0,423.0,4253.0
171.887,159.0,424.0,4254.0
171.927,167.0,425.0,4255.0
171.967,174.0,426.0,4256.0
172.006,180.0,426.0,4257.0
172.047,185.0,426.0,4258.0
172.087,191.0,425.0,4259.0
172.128,196.0,424.0,4260.0
172.169,200.0,421.0,4261.0
172.207,203.0,415.0,4262.0
172.248,205.0,410.0,4263.0
172.287,206.0,405.0,4264.0
172.328,206.0,403.0,4265.0
172.367,206.0,401.0,4266.0
172.408,206.0,399.0,4267.0
172.447,205.0,399.0,4268.0
172.487,205.0,398.0,4269.0
172.528,205.0,398.0,4270.0
172.567,205.0,398.0,4271.0
172.609,205.0,398.0,4272.0
172.648,205.0,398.0,4273.0
172.687,205.0,397.0,4274.0
172.728,205.0,397.0,4275.0
172.767,205.0,396.0,4276.0
172.808,205.0,396.0,4277.0
172.848,205.0,395.0,4278.0
172.888,205.0,394.0,4279.0
172.927,206.0,391.0,4280.0
172.967,206.0,390.0,4281.0
173.007,206.0,387.0,4282.0
173.048,205.0,385.0,4283.0
173.089,205.0,381.0,4284.0
173.128,204.0,377.0,4285.0
173.168,204.0,373.0,4286.0
173.209,205.0,367.0,4287.0
173.249,206.0,360.0,4288.0
173.288,205.0,351.0,4289.0
173.329,203.0,344.0,4290.0
173.366,199.0,338.0,4291.0
173.406,194.0,334.0,4292.0
173.448,187.0,331.0,4293.0
173.488,180.0,329.0,4294.0
173.529,178.0,329.0,4295.0
173.569,177.0,328.0,4296.0
173.609,176.0,327.0,4297.0
173.648,174.0,327.0,4298.0
173.689,173.0,328.0,4299.0
173.726,172.0,328.0,4300.0
173.769,172.0,329.0,4301.0
173.806,172.0,329.0,4302.0
173.848,172.0,329.0,4303.0
173.889,172.0,329.0,4304.0
173.928,172.0,329.0,4305.0
173.969,172.0,329.0,4306.0
174.006,171.0,329.0,4307.0
174.048,167.0,329.0,4308.0
174.089,158.0,327.0,4309.0
174.129,151.0,326.0,4310.0
174.169,141.0,326.0,4311.0
174.209,131.0,326.0,4312.0
174.247,121.0,327.0,4313.0
174.286,113.0,329.0,4314.0
174.329,103.0,336.0,4315.0
174.365,97.0,346.0,4316.0
174.407,97.0,353.0,4317.0
174.448,97.0,358.0,4318.0
174.488,97.0,360.0,4319.0
174.53,97.0,361.0,4320.0
174.569,98.0,361.0,4321.0
174.608,98.0,361.0,4322.0
174.648,98.0,362.0,4323.0
174.686,98.0,363.0,4324.0
174.728,98.0,364.0,4325.0
174.768,99.0,364.0,4326.0
174.808,98.0,364.0,4327.0
174.849,97.0,364.0,4328.0
174.886,97.0,366.0,4329.0
174.929,97.0,371.0,4330.0
174.966,98.0,378.0,4331.0
175.007,99.0,386.0,4332.0
175.047,102.0,396.0,4333.0
175.086,111.0,411.0,4334.0
175.129,120.0,421.0,4335.0
175.168,123.0,422.0,4336.0
175.209,129.0,423.0,4337.0
175.248,133.0,422.0,4338.0
175.288,138.0,423.0,4339.0
175.329,140.0,423.0,4340.0
175.369,141.0,423.0,4341.0
175.409,141.0,423.0,4342.0
175.447,141.0,423.0,4343.0
175.49,142.0,423.0,4344.0
175.53,142.0,423.0,4345.0
175.569,142.0,423.0,4346.0
175.609,142.0,423.0,4347.0
175.649,142.0,423.0,4348.0
175.689,142.0,423.0,4349.0
175.729,141.0,423.0,4350.0
175.77,142.0,423.0,4351.0
175.809,144.0,423.0,4352.0
175.849,149.0,424.0,4353.0
175.888,160.0,426.0,4354.0
175.929,170.0,427.0,4355.0
175.971,182.0,432.0,4356.0
176.009,192.0,434.0,4357.0
176.047,204.0,437.0,4358.0
176.087,216.0,443.0,4359.0
176.13,225.0,449.0,4360.0
176.17,233.0,456.0,4361.0
176.21,239.0,466.0,4362.0
176.25,243.0,472.0,4363.0
176.29,246.0,476.0,4364.0
176.329,248.0,477.0,4365.0
176.37,250.0,478.0,4366.0
176.41,251.0,480.0,4367.0
176.45,252.0,481.0,4368.0
176.49,251.0,481.0,4369.0
176.528,251.0,482.0,4370.0
176.57,251.0,482.0,4371.0
176.609,252.0,483.0,4372.0
176.649,252.0,482.0,4373.0
176.69,252.0,482.0,4374.0
176.73,252.0,482.0,4375.0
176.77,252.0,482.0,4376.0
176.81,251.0,482.0,4377.0
176.849,251.0,482.0,4378.0
176.89,251.0,482.0,4379.0
176.931,251.0,482.0,4380.0
176.97,251.0,482.0,4381.0
177.01,250.0,482.0,4382.0
177.049,250.0,482.0,4383.0
177.09,250.0,482.0,4384.0
177.13,250.0,482.0,4385.0
177.17,250.0,482.0,4386.0
177.211,250.0,482.0,4387.0
177.25,250.0,482.0,4388.0
177.288,250.0,481.0,4389.0
177.33,251.0,480.0,4390.0
177.37,252.0,479.0,4391.0
177.409,252.0,478.0,4392.0
177.451,251.0,478.0,4393.0
177.49,250.0,477.0,4394.0
177.53,249.0,478.0,4395.0
177.57,249.0,477.0,4396.0
177.61,249.0,477.0,4397.0
177.65,249.0,476.0,4398.0
177.688,249.0,476.0,4399.0
177.73,249.0,476.0,4400.0
177.768,249.0,475.0,4401.0
177.81,249.0,474.0,4402.0
177.85,248.0,474.0,4403.0
177.889,247.0,474.0,4404.0
177.931,247.0,474.0,4405.0
177.971,247.0,474.0,4406.0
178.01,247.0,474.0,4407.0
178.05,247.0,474.0,4408.0
178.09,247.0,474.0,4409.0
178.13,247.0,474.0,4410.0
178.17,248.0,473.0,4411.0
178.211,247.0,473.0,4412.0
178.248,248.0,473.0,4413.0
178.291,247.0,473.0,4414.0
178.33,247.0,474.0,4415.0
178.372,247.0,474.0,4416.0
178.411,247.0,474.0,4417.0
178.45,247.0,474.0,4418.0
178.49,248.0,474.0,4419.0
178.531,247.0,473.0,4420.0
178.569,248.0,473.0,4421.0
178.611,248.0,473.0,4422.0
178.651,248.0,474.0,4423.0
178.688,247.0,474.0,4424.0
178.731,247.0,474.0,4425.0
178.771,247.0,474.0,4426.0
178.811,247.0,474.0,4427.0
178.853,247.0,473.0,4428.0
178.892,247.0,473.0,4429.0
178.929,247.0,473.0,4430.0
178.971,247.0,473.0,4431.0
179.011,247.0,473.0,4432.0
179.049,247.0,473.0,4433.0
179.089,248.0,473.0,4434.0
179.129,247.0,473.0,4435.0
179.171,247.0,474.0,4436.0
179.211,247.0,474.0,4437.0
179.251,247.0,474.0,4438.0
179.291,247.0,474.0,4439.0
179.333,247.0,474.0,4440.0
179.372,247.0,474.0,4441.0
179.411,248.0,474.0,4442.0
179.451,248.0,474.0,4443.0
179.492,248.0,473.0,4444.0
179.531,248.0,474.0,4445.0
179.572,248.0,473.0,4446.0
179.611,247.0,473.0,4447.0
179.651,247.0,473.0,4448.0
179.692,247.0,474.0,4449.0
179.731,247.0,474.0,4450.0
179.771,247.0,474.0,4451.0
179.813,247.0,474.0,4452.0
179.852,247.0,474.0,4453.0
179.892,247.0,474.0,4454.0
179.932,247.0,474.0,4455.0
179.972,247.0,474.0,4456.0
180.011,247.0,474.0,4457.0
180.051,247.0,473.0,4458.0
180.092,248.0,474.0,4459.0
180.132,248.0,473.0,4460.0
180.169,247.0,473.0,4461.0
180.211,247.0,473.0,4462.0
180.251,247.0,472.0,4463.0
180.293,247.0,473.0,4464.0
180.33,247.0,472.0,4465.0
180.372,247.0,472.0,4466.0
180.412,247.0,472.0,4467.0
180.452,247.0,472.0,4468.0
180.492,248.0,472.0,4469.0
180.532,248.0,472.0,4470.0
180.571,248.0,472.0,4471.0
180.612,248.0,472.0,4472.0
180.651,248.0,472.0,4473.0
180.691,248.0,472.0,4474.0
180.731,248.0,472.0,4475.0
180.773,248.0,472.0,4476.0
180.812,248.0,472.0,4477.0
180.852,248.0,472.0,4478.0
180.892,248.0,472.0,4479.0
180.932,248.0,472.0,4480.0
180.973,248.0,472.0,4481.0
181.012,248.0,472.0,4482.0
181.051,248.0,472.0,4483.0
181.092,248.0,472.0,4484.0
181.132,248.0,472.0,4485.0
181.172,248.0,472.0,4486.0
181.211,248.0,472.0,4487.0
181.251,247.0,472.0,4488.0
181.292,247.0,472.0,4489.0
181.332,247.0,472.0,4490.0
181.372,247.0,472.0,4491.0
181.411,247.0,472.0,4492.0
181.452,247.0,472.0,4493.0
181.492,247.0,472.0,4494.0
181.531,247.0,472.0,4495.0
181.572,247.0,472.0,4496.0
181.612,247.0,472.0,4497.0
181.65,247.0,472.0,4498.0
181.692,247.0,472.0,4499.0
181.734,248.0,472.0,4500.0
181.772,248.0,473.0,4501.0
181.81,248.0,473.0,4502.0
181.852,248.0,472.0,4503.0
181.893,248.0,472.0,4504.0
181.93,247.0,473.0,4505.0
181.972,247.0,473.0,4506.0
182.012,247.0,472.0,4507.0
182.052,247.0,473.0,4508.0
182.092,247.0,473.0,4509.0
182.132,247.0,473.0,4510.0
182.172,247.0,473.0,4511.0
182.214,248.0,473.0,4512.0
182.252,248.0,473.0,4513.0
182.293,247.0,473.0,4514.0
182.33,247.0,473.0,4515.0
182.373,247.0,473.0,4516.0
182.412,247.0,473.0,4517.0
182.452,247.0,473.0,4518.0
182.492,247.0,473.0,4519.0
182.533,247.0,473.0,4520.0
182.572,247.0,473.0,4521.0
182.612,247.0,474.0,4522.0
182.652,247.0,475.0,4523.0
182.694,247.0,476.0,4524.0
182.733,247.0,477.0,4525.0
182.773,247.0,477.0,4526.0
182.813,247.0,476.0,4527.0
182.853,247.0,475.0,4528.0
182.894,247.0,475.0,4529.0
182.934,247.0,476.0,4530.0
182.974,247.0,477.0,4531.0
183.012,247.0,479.0,4532.0
183.054,246.0,480.0,4533.0
183.093,246.0,481.0,4534.0
183.134,245.0,482.0,4535.0
183.175,244.0,483.0,4536.0
183.213,242.0,484.0,4537.0
183.251,241.0,485.0,4538.0
183.291,238.0,487.0,4539.0
183.334,232.0,487.0,4540.0
183.373,224.0,487.0,4541.0
183.412,215.0,489.0,4542.0
183.454,209.0,489.0,4543.0
183.493,204.0,490.0,4544.0
183.533,200.0,491.0,4545.0
183.571,197.0,491.0,4546.0
183.613,195.0,490.0,4547.0
183.652,195.0,489.0,4548.0
183.694,195.0,489.0,4549.0
183.734,192.0,490.0,4550.0
183.774,187.0,490.0,4551.0
183.814,182.0,489.0,4552.0
183.854,175.0,490.0,4553.0
183.891,172.0,490.0,4554.0
183.931,169.0,490.0,4555.0
183.973,167.0,490.0,4556.0
184.014,165.0,490.0,4557.0
184.053,162.0,487.0,4558.0
184.094,155.0,482.0,4559.0
184.135,151.0,479.0,4560.0
184.171,147.0,475.0,4561.0
184.214,143.0,471.0,4562.0
184.254,138.0,467.0,4563.0
184.294,133.0,462.0,4564.0
184.333,130.0,456.0,4565.0
184.374,130.0,451.0,4566.0
184.413,129.0,447.0,4567.0
184.454,130.0,440.0,4568.0
184.494,131.0,435.0,4569.0
184.534,130.0,433.0,4570.0
184.574,126.0,431.0,4571.0
184.615,123.0,429.0,4572.0
184.655,119.0,425.0,4573.0
184.694,119.0,422.0,4574.0
184.734,113.0,414.0,4575.0
184.774,108.0,402.0,4576.0
184.814,100.0,392.0,4577.0
184.854,100.0,392.0,4578.0
184.893,101.0,394.0,4579.0
184.935,101.0,394.0,4580.0
184.975,102.0,393.0,4581.0
185.014,101.0,393.0,4582.0
185.054,101.0,393.0,4583.0
185.095,101.0,393.0,4584.0
185.135,101.0,393.0,4585.0
185.175,101.0,393.0,4586.0
185.213,101.0,393.0,4587.0
185.254,101.0,393.0,4588.0
185.294,101.0,392.0,4589.0
185.334,101.0,391.0,4590.0
185.375,101.0,387.0,4591.0
185.415,101.0,381.0,4592.0
185.455,101.0,374.0,4593.0
185.495,100.0,365.0,4594.0
185.534,99.0,356.0,4595.0
185.576,100.0,345.0,4596.0
185.615,107.0,335.0,4597.0
185.655,114.0,331.0,4598.0
185.695,119.0,329.0,4599.0
185.735,124.0,328.0,4600.0
185.775,128.0,327.0,4601.0
185.815,130.0,327.0,4602.0
185.855,131.0,326.0,4603.0
185.895,131.0,327.0,4604.0
