time,framenumber,xposition,yposition,currentPatch,previousTrapeze,currentTrapeze,turnDirection,ongoingRewardedObject,ongoingRewardedDirection,Rewarded,typeOfTurn,nberOfConsecRewards,maxNberOfConsecRewards,nbQT_sinceLastReward,nbRewardsWhileDepleting,totalnberOfRewards
67.152,1638,102,211,NW,W,S,90.0,['NW'],[90.0],1,gogd,1,0,0,5,26
68.352,1668,195,219,NW,S,E,90.0,['NW'],[90.0],0,gogdnr,0,0,1,5,26
70.353,1718,325,110,NE,W,N,270.0,['NE'],[270.0],1,gogd,1,0,0,1,27
71.593,1749,408,114,NE,N,E,270.0,['NE'],[270.0],1,gogd,2,0,0,2,28
72.755,1778,404,212,NE,E,S,270.0,['NE'],[270.0],1,gogd,3,0,0,3,29
73.835,1805,314,213,NE,S,W,270.0,['NE'],[270.0],0,gogdnr,0,0,1,3,29
75.156,1838,329,111,NE,W,N,270.0,['NE'],[270.0],1,gogd,1,0,0,4,30
76.235,1865,409,112,NE,N,E,270.0,['NE'],[270.0],0,gogdnr,0,0,1,4,30
77.315,1892,408,210,NE,E,S,270.0,['NE'],[270.0],1,gogd,1,0,0,5,31
78.196,1914,308,214,NE,S,W,270.0,['NE'],[270.0],0,gogdnr,0,0,1,5,31
79.798,1954,186,111,NW,E,N,90.0,['NW'],[90.0],1,gogd,1,0,0,1,32
80.758,1978,94,123,NW,N,W,90.0,['NW'],[90.0],1,gogd,2,0,0,2,33
81.879,2006,102,209,NW,W,S,90.0,['NW'],[90.0],1,gogd,3,0,0,3,34
83.08,2036,198,223,NW,S,E,90.0,['NW'],[90.0],0,gogdnr,0,0,1,3,34
84.68,2076,326,110,NE,W,N,270.0,['NE'],[270.0],1,gogd,1,0,0,1,35
85.681,2101,407,113,NE,N,E,270.0,['NE'],[270.0],1,gogd,2,0,0,2,36
86.522,2122,408,208,NE,E,S,270.0,['NE'],[270.0],1,gogd,3,0,0,3,37
88.243,2165,313,214,NE,S,W,270.0,['NE'],[270.0],0,gogdnr,0,0,1,3,37
89.563,2198,183,111,NW,E,N,90.0,['NW'],[90.0],1,gogd,1,0,0,1,38
90.524,2222,93,127,NW,N,W,90.0,['NW'],[90.0],1,gogd,2,0,0,2,39
91.446,2245,104,213,NW,W,S,90.0,['NW'],[90.0],1,gogd,3,0,0,3,40
92.805,2279,296,318,SE,N,W,90.0,['SE'],[90.0],1,gogd,4,0,0,1,41
93.847,2305,319,423,SE,W,S,90.0,['SE'],[90.0],1,gogd,5,0,0,2,42
95.085,2336,404,413,SE,S,E,90.0,['SE'],[90.0],1,gogd,6,0,0,3,43
95.967,2358,411,337,SE,E,N,90.0,['SE'],[90.0],0,gogdnr,0,0,1,3,43
96.847,2380,304,333,SE,N,W,90.0,['SE'],[90.0],1,gogd,1,0,0,4,44
97.287,2391,197,328,SW,E,N,90.0,['SW'],[90.0],1,gogd,2,0,0,1,45
98.287,2416,97,345,SW,N,W,90.0,['SW'],[90.0],1,gogd,3,0,0,2,46
99.208,2439,110,412,SW,W,S,90.0,['SW'],[90.0],1,gogd,4,0,0,3,47
101.009,2484,198,423,SW,S,E,90.0,['SW'],[90.0],0,gogdnr,0,0,1,3,47
102.771,2528,318,425,SE,W,S,90.0,['SE'],[90.0],1,gogd,1,0,0,1,48
106.533,2622,96,336,SW,W,N,270.0,['SW'],[270.0],1,gogd,2,0,0,1,49
108.654,2675,98,200,NW,S,W,270.0,['NW'],[270.0],1,gogd,3,0,0,1,50
109.573,2698,99,116,NW,W,N,270.0,['NW'],[270.0],1,gogd,4,0,0,2,51
110.454,2720,191,113,NW,N,E,270.0,['NW'],[270.0],1,gogd,5,0,0,3,52
111.575,2748,181,220,NW,E,S,270.0,['NW'],[270.0],0,gogdnr,0,0,1,3,52
112.456,2770,88,196,NW,S,W,270.0,['NW'],[270.0],1,gogd,1,0,0,4,53
112.817,2779,83,98,NW,W,N,270.0,['NW'],[270.0],0,gogdnr,0,0,1,4,53
114.497,2821,101,212,NW,W,S,90.0,['NW'],[270.0],False,gobd,0,0,1,4,53
115.296,2841,203,223,NW,S,E,90.0,['NW'],[270.0],False,gobd,0,0,1,4,53
116.377,2868,183,113,NW,E,N,90.0,['NW'],[270.0],False,gobd,0,0,1,4,53
117.179,2888,98,119,NW,N,W,90.0,['NW'],[270.0],False,gobd,0,0,1,4,53
118.098,2911,100,208,NW,W,S,90.0,['NW'],[270.0],False,gobd,0,0,1,4,53
119.02,2934,219,320,SW,N,E,270.0,['SW'],[270.0],1,gogd,1,0,0,1,54
119.819,2954,193,424,SW,E,S,270.0,['SW'],[270.0],1,gogd,2,0,0,2,55
120.741,2977,103,398,SW,S,W,270.0,['SW'],[270.0],1,gogd,3,0,0,3,56
121.54,2997,101,341,SW,W,N,270.0,['SW'],[270.0],0,gogdnr,0,0,1,3,56
122.381,3018,206,327,SW,N,E,270.0,['SW'],[270.0],1,gogd,1,0,0,4,57
123.019,3034,316,331,SE,W,N,270.0,['SE'],[270.0],1,gogd,2,0,0,1,58
123.982,3058,419,345,SE,N,E,270.0,['SE'],[270.0],1,gogd,3,0,0,2,59
125.463,3095,400,415,SE,E,S,270.0,['SE'],[270.0],1,gogd,4,0,0,3,60
126.703,3126,312,420,SE,S,W,270.0,['SE'],[270.0],0,gogdnr,0,0,1,3,60
127.743,3152,307,323,SE,W,N,270.0,['SE'],[270.0],1,gogd,1,0,0,4,61
128.622,3174,414,337,SE,N,E,270.0,['SE'],[270.0],0,gogdnr,0,0,1,4,61
129.505,3196,402,415,SE,E,S,270.0,['SE'],[270.0],1,gogd,1,0,0,5,62
130.706,3226,310,422,SE,S,W,270.0,['SE'],[270.0],0,gogdnr,0,0,1,5,62
132.748,3277,97,202,NW,S,W,270.0,['NW'],[270.0],1,gogd,1,0,0,1,63
133.787,3303,97,117,NW,W,N,270.0,['NW'],[270.0],1,gogd,2,0,0,2,64
134.708,3326,190,113,NW,N,E,270.0,['NW'],[270.0],1,gogd,3,0,0,3,65
135.908,3356,184,217,NW,E,S,270.0,['NW'],[270.0],0,gogdnr,0,0,1,3,65
137.15,3387,299,232,NE,W,S,90.0,['NE'],[90.0],1,gogd,1,0,0,1,66
138.069,3410,409,207,NE,S,E,90.0,['NE'],[90.0],1,gogd,2,0,0,2,67
139.03,3434,403,109,NE,E,N,90.0,['NE'],[90.0],1,gogd,3,0,0,3,68
140.07,3460,324,114,NE,N,W,90.0,['NE'],[90.0],0,gogdnr,0,0,1,3,68
141.231,3489,185,225,NW,E,S,270.0,['NW'],[270.0],1,gogd,1,0,0,1,69
142.151,3512,98,203,NW,S,W,270.0,['NW'],[270.0],1,gogd,2,0,0,2,70
143.072,3535,100,117,NW,W,N,270.0,['NW'],[270.0],1,gogd,3,0,0,3,71
143.911,3556,193,112,NW,N,E,270.0,['NW'],[270.0],0,gogdnr,0,0,1,3,71
145.194,3588,294,246,NE,W,S,90.0,['NE'],[90.0],1,gogd,1,0,0,1,72
145.793,3603,413,211,NE,S,E,90.0,,[90.0],False,bogd,1,0,0,0,72
146.633,3624,407,108,NE,E,N,90.0,,[90.0],False,bogd,1,0,0,0,72
147.355,3642,316,113,NE,N,W,90.0,,[90.0],False,bogd,1,0,0,0,72
149.193,3688,98,346,SW,N,W,90.0,['SW'],[90.0],1,gogd,2,0,0,1,73
150.037,3709,111,413,SW,W,S,90.0,['SW'],[90.0],1,gogd,3,0,0,2,74
151.236,3739,196,423,SW,S,E,90.0,['SW'],[90.0],1,gogd,4,0,0,3,75
152.596,3773,192,333,SW,E,N,90.0,['SW'],[90.0],0,gogdnr,0,0,1,3,75
153.678,3800,295,307,SE,W,N,270.0,['SE'],[270.0],1,gogd,1,0,0,1,76
154.476,3820,412,343,SE,N,E,270.0,['SE'],[270.0],1,gogd,2,0,0,2,77
155.438,3844,399,418,SE,E,S,270.0,['SE'],[270.0],1,gogd,3,0,0,3,78
156.439,3869,315,422,SE,S,W,270.0,['SE'],[270.0],0,gogdnr,0,0,1,3,78
157.52,3896,311,323,SE,W,N,270.0,['SE'],[270.0],1,gogd,1,0,0,4,79
158.4,3918,412,338,SE,N,E,270.0,['SE'],[270.0],0,gogdnr,0,0,1,4,79
159.121,3936,399,420,SE,E,S,270.0,['SE'],[270.0],1,gogd,1,0,0,5,80
159.96,3957,314,422,SE,S,W,270.0,['SE'],[270.0],0,gogdnr,0,0,1,5,80
160.682,3975,193,422,SW,E,S,270.0,['SW'],[270.0],1,gogd,1,0,0,1,81
161.762,4002,106,401,SW,S,W,270.0,['SW'],[270.0],1,gogd,2,0,0,2,82
162.643,4024,98,336,SW,W,N,270.0,['SW'],[270.0],1,gogd,3,0,0,3,83
163.603,4048,220,328,SW,N,E,270.0,['SW'],[270.0],0,gogdnr,0,0,1,3,83
164.082,4060,320,331,SE,W,N,270.0,['SE'],[270.0],1,gogd,1,0,0,1,84
165.084,4085,415,339,SE,N,E,270.0,['SE'],[270.0],1,gogd,2,0,0,2,85
166.084,4110,402,416,SE,E,S,270.0,['SE'],[270.0],1,gogd,3,0,0,3,86
167.326,4141,316,424,SE,S,W,270.0,['SE'],[270.0],0,gogdnr,0,0,1,3,86
168.606,4173,199,323,SW,E,N,90.0,['SW'],[90.0],1,gogd,1,0,0,1,87
169.565,4197,93,345,SW,N,W,90.0,['SW'],[90.0],1,gogd,2,0,0,2,88
170.486,4220,111,410,SW,W,S,90.0,['SW'],[90.0],1,gogd,3,0,0,3,89
172.128,4261,196,424,SW,S,E,90.0,['SW'],[90.0],0,gogdnr,0,0,1,3,89
173.406,4293,194,334,SW,E,N,90.0,['SW'],[90.0],1,gogd,1,0,0,4,90
174.365,4317,97,346,SW,N,W,90.0,['SW'],[90.0],0,gogdnr,0,0,1,4,90
175.086,4335,111,411,SW,W,S,90.0,['SW'],[90.0],1,gogd,1,0,0,5,91
176.087,4360,216,443,SW,S,E,90.0,['SW'],[90.0],0,gogdnr,0,0,1,5,91
184.774,4577,108,402,SW,S,W,270.0,['SW'],[90.0],False,gobd,0,0,1,5,91
185.615,4598,107,335,SW,W,N,270.0,['SW'],[90.0],False,gobd,0,0,1,5,91
186.455,4619,204,331,SW,N,E,270.0,['SW'],[90.0],False,gobd,0,0,1,5,91
186.776,4627,319,327,SE,W,N,270.0,['SE'],[270.0],1,gogd,1,0,0,1,92
187.736,4651,412,342,SE,N,E,270.0,['SE'],[270.0],1,gogd,2,0,0,2,93
188.697,4675,399,415,SE,E,S,270.0,['SE'],[270.0],1,gogd,3,0,0,3,94
189.898,4705,315,421,SE,S,W,270.0,['SE'],[270.0],0,gogdnr,0,0,1,3,94
190.859,4729,299,314,SE,W,N,270.0,['SE'],[270.0],1,gogd,1,0,0,4,95
192.179,4762,408,207,NE,S,E,90.0,['NE'],[90.0],1,gogd,2,0,0,1,96
193.579,4797,404,111,NE,E,N,90.0,['NE'],[90.0],1,gogd,3,0,0,2,97
194.58,4822,317,117,NE,N,W,90.0,['NE'],[90.0],1,gogd,4,0,0,3,98
195.821,4853,316,218,NE,W,S,90.0,['NE'],[90.0],0,gogdnr,0,0,1,3,98
196.78,4877,412,203,NE,S,E,90.0,['NE'],[90.0],1,gogd,1,0,0,4,99
197.379,4892,409,110,NE,E,N,90.0,['NE'],[90.0],0,gogdnr,0,0,1,4,99
197.981,4907,314,109,NE,N,W,90.0,['NE'],[90.0],1,gogd,1,0,0,5,100
198.741,4926,186,110,NW,E,N,90.0,['NW'],[90.0],1,gogd,2,0,0,1,101
199.7,4950,94,126,NW,N,W,90.0,['NW'],[90.0],1,gogd,3,0,0,2,102
200.743,4976,102,209,NW,W,S,90.0,['NW'],[90.0],1,gogd,4,0,0,3,103
201.783,5002,197,213,NW,S,E,90.0,['NW'],[90.0],0,gogdnr,0,0,1,3,103
202.904,5030,185,109,NW,E,N,90.0,['NW'],[90.0],1,gogd,1,0,0,4,104
203.744,5051,94,122,NW,N,W,90.0,['NW'],[90.0],0,gogdnr,0,0,1,4,104
204.463,5069,98,214,NW,W,S,90.0,['NW'],[90.0],1,gogd,1,0,0,5,105
204.945,5081,96,340,SW,N,W,90.0,['SW'],[90.0],1,gogd,2,0,0,1,106
205.665,5099,110,410,SW,W,S,90.0,['SW'],[90.0],1,gogd,3,0,0,2,107
206.466,5119,199,426,SW,S,E,90.0,['SW'],[90.0],1,gogd,4,0,0,3,108
208.026,5158,317,331,SE,W,N,270.0,['SE'],[270.0],1,gogd,5,0,0,1,109
208.986,5182,414,352,SE,N,E,270.0,['SE'],[270.0],1,gogd,6,0,0,2,110
209.907,5205,401,414,SE,E,S,270.0,['SE'],[270.0],1,gogd,7,0,0,3,111
210.906,5230,314,424,SE,S,W,270.0,['SE'],[270.0],0,gogdnr,0,0,1,3,111
212.949,5281,178,110,NW,E,N,90.0,['NW'],[90.0],1,gogd,1,0,0,1,112
213.79,5302,97,120,NW,N,W,90.0,['NW'],[90.0],1,gogd,2,0,0,2,113
214.75,5326,104,212,NW,W,S,90.0,['NW'],[90.0],1,gogd,3,0,0,3,114
215.868,5354,195,216,NW,S,E,90.0,['NW'],[90.0],0,gogdnr,0,0,1,3,114
216.709,5375,192,100,NW,E,N,90.0,['NW'],[90.0],1,gogd,1,0,0,4,115
217.672,5399,99,121,NW,N,W,90.0,['NW'],[90.0],0,gogdnr,0,0,1,4,115
220.03,5458,109,413,SW,W,S,90.0,['SW'],[90.0],1,gogd,1,0,0,1,116
220.873,5479,201,428,SW,S,E,90.0,['SW'],[90.0],1,gogd,2,0,0,2,117
222.192,5512,196,331,SW,E,N,90.0,['SW'],[90.0],1,gogd,3,0,0,3,118
223.193,5537,95,344,SW,N,W,90.0,['SW'],[90.0],0,gogdnr,0,0,1,3,118
223.874,5554,119,423,SW,W,S,90.0,['SW'],[90.0],1,gogd,1,0,0,4,119
224.756,5576,205,423,SW,S,E,90.0,['SW'],[90.0],0,gogdnr,0,0,1,4,119
226.636,5623,201,328,SW,E,N,90.0,['SW'],[90.0],1,gogd,1,0,0,5,120
228.596,5672,193,218,NW,S,E,90.0,['NW'],[90.0],1,gogd,2,0,0,1,121
229.799,5702,191,106,NW,E,N,90.0,['NW'],[90.0],1,gogd,3,0,0,2,122
229.879,5704,190,109,NW,N,E,270.0,['NW'],[90.0],False,gobd,3,0,0,2,122
229.958,5706,181,111,NW,E,N,90.0,['NW'],[90.0],1,gogd,4,0,0,3,123
231.2,5737,96,121,NW,N,W,90.0,['NW'],[90.0],0,gogdnr,0,0,1,3,123
232.24,5763,100,208,NW,W,S,90.0,['NW'],[90.0],1,gogd,1,0,0,4,124
233.24,5788,222,241,NW,S,E,90.0,['NW'],[90.0],0,gogdnr,0,0,1,4,124
234.278,5814,410,340,SE,N,E,270.0,['SE'],[270.0],1,gogd,1,0,0,1,125
235.198,5837,401,414,SE,E,S,270.0,['SE'],[270.0],1,gogd,2,0,0,2,126
236.202,5862,315,422,SE,S,W,270.0,['SE'],[270.0],1,gogd,3,0,0,3,127
237.123,5885,312,331,SE,W,N,270.0,['SE'],[270.0],0,gogdnr,0,0,1,3,127
238.405,5917,416,346,SE,N,E,270.0,['SE'],[270.0],1,gogd,1,0,0,4,128
239.365,5941,399,416,SE,E,S,270.0,['SE'],[270.0],0,gogdnr,0,0,1,4,128
240.163,5961,304,425,SE,S,W,270.0,['SE'],[270.0],1,gogd,1,0,0,5,129
240.522,5970,192,427,SW,E,S,270.0,['SW'],[270.0],1,gogd,2,0,0,1,130
241.524,5995,105,406,SW,S,W,270.0,['SW'],[270.0],1,gogd,3,0,0,2,131
242.405,6017,101,330,SW,W,N,270.0,['SW'],[270.0],1,gogd,4,0,0,3,132
242.884,6029,101,204,NW,S,W,270.0,['NW'],[270.0],1,gogd,5,0,0,1,133
243.886,6054,101,114,NW,W,N,270.0,['NW'],[270.0],1,gogd,6,0,0,2,134
244.724,6075,189,110,NW,N,E,270.0,['NW'],[270.0],1,gogd,7,0,0,3,135
245.247,6088,324,111,NE,W,N,270.0,['NE'],[270.0],1,gogd,8,0,0,1,136
246.286,6114,407,113,NE,N,E,270.0,['NE'],[270.0],1,gogd,9,0,0,2,137
247.648,6148,405,209,NE,E,S,270.0,['NE'],[270.0],1,gogd,10,0,0,3,138
248.769,6176,315,211,NE,S,W,270.0,['NE'],[270.0],0,gogdnr,0,0,1,3,138
249.887,6204,328,112,NE,W,N,270.0,['NE'],[270.0],1,gogd,1,0,0,4,139
250.93,6230,409,113,NE,N,E,270.0,['NE'],[270.0],0,gogdnr,0,0,1,4,139
251.931,6255,410,221,NE,E,S,270.0,['NE'],[270.0],1,gogd,1,0,0,5,140
252.45,6268,412,342,SE,N,E,270.0,['SE'],[270.0],1,gogd,2,0,0,1,141
253.409,6292,398,415,SE,E,S,270.0,['SE'],[270.0],1,gogd,3,0,0,2,142
254.412,6317,311,419,SE,S,W,270.0,['SE'],[270.0],1,gogd,4,0,0,3,143
255.332,6340,314,320,SE,W,N,270.0,['SE'],[270.0],0,gogdnr,0,0,1,3,143
256.61,6372,411,204,NE,S,E,90.0,['NE'],[90.0],1,gogd,1,0,0,1,144
257.814,6402,404,110,NE,E,N,90.0,['NE'],[90.0],1,gogd,2,0,0,2,145
258.854,6428,323,113,NE,N,W,90.0,['NE'],[90.0],1,gogd,3,0,0,3,146
260.135,6460,194,225,NW,E,S,270.0,['NW'],[270.0],1,gogd,4,0,0,1,147
261.414,6492,99,197,NW,S,W,270.0,['NW'],[270.0],1,gogd,5,0,0,2,148
262.536,6520,102,115,NW,W,N,270.0,['NW'],[270.0],1,gogd,6,0,0,3,149
263.534,6545,190,112,NW,N,E,270.0,['NW'],[270.0],0,gogdnr,0,0,1,3,149
264.778,6576,187,218,NW,E,S,270.0,['NW'],[270.0],1,gogd,1,0,0,4,150
265.938,6605,100,205,NW,S,W,270.0,['NW'],[270.0],0,gogdnr,0,0,1,4,150
267.338,6640,99,116,NW,W,N,270.0,['NW'],[270.0],1,gogd,1,0,0,5,151
268.22,6662,194,112,NW,N,E,270.0,['NW'],[270.0],0,gogdnr,0,0,1,5,151
270.26,6713,329,110,NE,W,N,270.0,['NE'],[270.0],1,gogd,1,0,0,1,152
271.18,6736,408,115,NE,N,E,270.0,['NE'],[270.0],1,gogd,2,0,0,2,153
272.022,6757,414,226,NE,E,S,270.0,['NE'],[270.0],1,gogd,3,0,0,3,154
272.421,6767,421,336,SE,N,E,270.0,['SE'],[270.0],1,gogd,4,0,0,1,155
273.342,6790,402,414,SE,E,S,270.0,['SE'],[270.0],1,gogd,5,0,0,2,156
274.262,6813,303,424,SE,S,W,270.0,['SE'],[270.0],1,gogd,6,0,0,3,157
274.623,6822,195,430,SW,E,S,270.0,['SW'],[270.0],1,gogd,7,0,0,1,158
275.743,6850,109,406,SW,S,W,270.0,['SW'],[270.0],1,gogd,8,0,0,2,159
276.624,6872,111,330,SW,W,N,270.0,['SW'],[270.0],1,gogd,9,0,0,3,160
277.704,6899,199,339,SW,N,E,270.0,['SW'],[270.0],0,gogdnr,0,0,1,3,160
278.665,6923,195,428,SW,E,S,270.0,['SW'],[270.0],1,gogd,1,0,0,4,161
279.622,6947,106,412,SW,S,W,270.0,['SW'],[270.0],0,gogdnr,0,0,1,4,161
280.426,6967,103,326,SW,W,N,270.0,['SW'],[270.0],1,gogd,1,0,0,5,162
280.827,6977,100,205,NW,S,W,270.0,['NW'],[270.0],1,gogd,2,0,0,1,163
281.704,6999,99,116,NW,W,N,270.0,['NW'],[270.0],1,gogd,3,0,0,2,164
282.504,7019,189,110,NW,N,E,270.0,['NW'],[270.0],1,gogd,4,0,0,3,165
282.906,7029,323,109,NE,W,N,270.0,['NE'],[270.0],1,gogd,5,0,0,1,166
283.907,7054,410,115,NE,N,E,270.0,['NE'],[270.0],1,gogd,6,0,0,2,167
284.907,7079,413,223,NE,E,S,270.0,['NE'],[270.0],1,gogd,7,0,0,3,168
285.268,7088,416,338,SE,N,E,270.0,['SE'],[270.0],1,gogd,8,0,0,1,169
286.909,7129,399,414,SE,E,S,270.0,['SE'],[270.0],1,gogd,9,0,0,2,170
287.989,7156,317,422,SE,S,W,270.0,['SE'],[270.0],1,gogd,10,0,0,3,171
289.23,7187,320,333,SE,W,N,270.0,['SE'],[270.0],0,gogdnr,0,0,1,3,171
290.229,7212,420,346,SE,N,E,270.0,['SE'],[270.0],1,gogd,1,0,0,4,172
291.111,7234,398,418,SE,E,S,270.0,['SE'],[270.0],0,gogdnr,0,0,1,4,172
293.992,7306,108,407,SW,S,W,270.0,['SW'],[270.0],1,gogd,1,0,0,1,173
294.351,7315,99,336,SW,W,N,270.0,['SW'],[270.0],1,gogd,2,0,0,2,174
294.753,7325,89,201,NW,S,W,270.0,['NW'],[270.0],1,gogd,3,0,0,1,175
295.034,7332,90,101,NW,W,N,270.0,['NW'],[270.0],1,gogd,4,0,0,2,176
295.474,7343,198,103,NW,N,E,270.0,['NW'],[270.0],1,gogd,5,0,0,3,177
296.233,7362,327,111,NE,W,N,270.0,['NE'],[270.0],1,gogd,6,0,0,1,178
298.236,7412,412,108,NE,N,E,270.0,['NE'],[270.0],1,gogd,7,0,0,2,179
299.996,7456,415,216,NE,E,S,270.0,['NE'],[270.0],1,gogd,8,0,0,3,180
302.478,7518,308,216,NE,S,W,270.0,,[270.0],False,bogd,8,0,0,0,180
304.519,7569,317,217,NE,W,S,90.0,,[270.0],False,bobd,8,0,0,0,180
305.758,7600,408,207,NE,S,E,90.0,,[270.0],False,bobd,8,0,0,0,180
311.363,7740,416,218,NE,E,S,270.0,,[270.0],False,bogd,8,0,0,0,180
311.844,7752,418,334,SE,N,E,270.0,['SE'],[270.0],1,gogd,9,0,0,1,181
313.364,7790,399,414,SE,E,S,270.0,['SE'],[270.0],1,gogd,10,0,0,2,182
314.525,7819,314,421,SE,S,W,270.0,['SE'],[270.0],1,gogd,11,0,0,3,183
315.446,7842,314,332,SE,W,N,270.0,['SE'],[270.0],0,gogdnr,0,0,1,3,183
316.406,7866,419,345,SE,N,E,270.0,['SE'],[270.0],1,gogd,1,0,0,4,184
317.365,7890,397,416,SE,E,S,270.0,['SE'],[270.0],0,gogdnr,0,0,1,4,184
318.206,7911,303,423,SE,S,W,270.0,['SE'],[270.0],1,gogd,1,0,0,5,185
318.567,7920,190,423,SW,E,S,270.0,['SW'],[270.0],1,gogd,2,0,0,1,186
319.567,7945,109,408,SW,S,W,270.0,['SW'],[270.0],1,gogd,3,0,0,2,187
320.487,7968,99,339,SW,W,N,270.0,['SW'],[270.0],1,gogd,4,0,0,3,188
322.125,8009,200,340,SW,N,E,270.0,['SW'],[270.0],0,gogdnr,0,0,1,3,188
324.05,8057,189,422,SW,E,S,270.0,['SW'],[270.0],1,gogd,1,0,0,4,189
325.089,8083,108,403,SW,S,W,270.0,['SW'],[270.0],0,gogdnr,0,0,1,4,189
325.811,8101,97,332,SW,W,N,270.0,['SW'],[270.0],1,gogd,1,0,0,5,190
