time,xposition,yposition,framenumber
9.63,274.0,205.0,201.0
9.671,273.0,199.0,202.0
9.71,273.0,197.0,203.0
9.75,274.0,196.0,204.0
9.787,275.0,196.0,205.0
9.827,276.0,196.0,206.0
9.867,277.0,196.0,207.0
9.912,278.0,196.0,208.0
9.948,277.0,193.0,209.0
9.988,275.0,187.0,210.0
10.03,274.0,183.0,211.0
10.067,276.0,183.0,212.0
10.108,279.0,185.0,213.0
10.148,278.0,183.0,214.0
10.188,276.0,178.0,215.0
10.232,277.0,179.0,216.0
10.271,276.0,178.0,217.0
10.308,275.0,175.0,218.0
10.348,271.0,169.0,219.0
10.389,274.0,172.0,220.0
10.429,276.0,172.0,221.0
10.468,279.0,175.0,222.0
10.507,282.0,177.0,223.0
10.546,282.0,177.0,224.0
10.588,284.0,178.0,225.0
10.627,285.0,176.0,226.0
10.669,286.0,176.0,227.0
10.711,277.0,165.0,228.0
10.748,270.0,157.0,229.0
10.788,272.0,157.0,230.0
10.828,274.0,157.0,231.0
10.869,287.0,168.0,232.0
10.908,290.0,170.0,233.0
10.95,294.0,172.0,234.0
10.986,297.0,173.0,235.0
11.029,296.0,170.0,236.0
11.072,296.0,169.0,237.0
11.113,299.0,168.0,238.0
11.148,300.0,166.0,239.0
11.191,301.0,165.0,240.0
11.229,304.0,164.0,241.0
11.269,300.0,159.0,242.0
11.309,305.0,158.0,243.0
11.348,301.0,154.0,244.0
11.388,301.0,152.0,245.0
11.427,299.0,151.0,246.0
11.469,297.0,150.0,247.0
11.511,294.0,148.0,248.0
11.549,293.0,147.0,249.0
11.588,291.0,146.0,250.0
11.631,287.0,144.0,251.0
11.67,283.0,142.0,252.0
11.704,279.0,140.0,253.0
11.745,279.0,139.0,254.0
11.787,277.0,139.0,255.0
11.829,275.0,138.0,256.0
11.87,274.0,137.0,257.0
11.91,271.0,136.0,258.0
11.949,267.0,135.0,259.0
11.989,265.0,133.0,260.0
12.028,268.0,132.0,261.0
12.069,268.0,131.0,262.0
12.109,270.0,129.0,263.0
12.151,275.0,129.0,264.0
12.189,277.0,128.0,265.0
12.229,279.0,126.0,266.0
12.27,277.0,125.0,267.0
12.31,276.0,124.0,268.0
12.35,277.0,124.0,269.0
12.39,277.0,123.0,270.0
12.428,277.0,123.0,271.0
12.47,274.0,123.0,272.0
12.509,274.0,123.0,273.0
12.55,273.0,123.0,274.0
12.59,274.0,123.0,275.0
12.631,273.0,123.0,276.0
12.67,277.0,122.0,277.0
12.711,282.0,117.0,278.0
12.751,290.0,114.0,279.0
12.79,306.0,110.0,280.0
12.83,318.0,108.0,281.0
12.87,329.0,106.0,282.0
12.91,338.0,105.0,283.0
12.95,344.0,105.0,284.0
12.99,348.0,104.0,285.0
13.03,352.0,104.0,286.0
13.07,362.0,104.0,287.0
13.112,366.0,104.0,288.0
13.15,372.0,104.0,289.0
13.19,369.0,104.0,290.0
13.231,366.0,104.0,291.0
13.27,359.0,104.0,292.0
13.31,347.0,106.0,293.0
13.35,337.0,107.0,294.0
13.39,328.0,109.0,295.0
13.43,322.0,112.0,296.0
13.469,317.0,115.0,297.0
13.51,311.0,119.0,298.0
13.55,308.0,125.0,299.0
13.591,306.0,131.0,300.0
13.63,305.0,134.0,301.0
13.668,305.0,137.0,302.0
13.708,304.0,139.0,303.0
13.75,304.0,141.0,304.0
13.79,304.0,143.0,305.0
13.834,304.0,147.0,306.0
13.873,303.0,156.0,307.0
13.911,301.0,166.0,308.0
13.953,299.0,172.0,309.0
13.99,299.0,178.0,310.0
14.028,298.0,183.0,311.0
14.071,298.0,188.0,312.0
14.111,298.0,192.0,313.0
14.152,300.0,200.0,314.0
14.19,305.0,209.0,315.0
14.231,310.0,215.0,316.0
14.27,314.0,219.0,317.0
14.31,318.0,221.0,318.0
14.35,322.0,222.0,319.0
14.391,326.0,223.0,320.0
14.431,329.0,223.0,321.0
14.47,333.0,223.0,322.0
14.512,337.0,222.0,323.0
14.552,339.0,223.0,324.0
14.591,341.0,223.0,325.0
14.631,342.0,224.0,326.0
14.672,342.0,223.0,327.0
14.711,342.0,223.0,328.0
14.752,343.0,223.0,329.0
14.79,347.0,223.0,330.0
14.83,355.0,224.0,331.0
14.871,364.0,224.0,332.0
14.91,371.0,224.0,333.0
14.95,376.0,223.0,334.0
14.991,382.0,221.0,335.0
15.033,390.0,220.0,336.0
15.072,395.0,218.0,337.0
15.111,399.0,216.0,338.0
15.152,403.0,213.0,339.0
15.189,406.0,210.0,340.0
15.232,408.0,207.0,341.0
15.271,410.0,202.0,342.0
15.312,411.0,200.0,343.0
15.353,414.0,196.0,344.0
15.393,416.0,192.0,345.0
15.43,417.0,189.0,346.0
15.471,417.0,187.0,347.0
15.513,417.0,186.0,348.0
15.552,417.0,186.0,349.0
15.592,419.0,185.0,350.0
15.63,419.0,184.0,351.0
15.67,419.0,184.0,352.0
15.71,420.0,185.0,353.0
15.75,421.0,185.0,354.0
15.792,424.0,179.0,355.0
15.83,427.0,167.0,356.0
15.872,427.0,154.0,357.0
15.912,428.0,141.0,358.0
15.95,427.0,130.0,359.0
15.995,424.0,118.0,360.0
16.031,418.0,106.0,361.0
16.07,413.0,96.0,362.0
16.112,408.0,89.0,363.0
16.153,403.0,81.0,364.0
16.192,400.0,74.0,365.0
16.231,396.0,68.0,366.0
16.272,389.0,64.0,367.0
16.31,383.0,62.0,368.0
16.351,378.0,59.0,369.0
16.391,367.0,57.0,370.0
16.432,356.0,55.0,371.0
16.473,346.0,52.0,372.0
16.512,335.0,50.0,373.0
16.552,326.0,46.0,374.0
16.591,318.0,44.0,375.0
16.632,309.0,43.0,376.0
16.672,301.0,41.0,377.0
16.712,292.0,39.0,378.0
16.752,281.0,39.0,379.0
16.792,270.0,40.0,380.0
16.833,260.0,42.0,381.0
16.872,250.0,43.0,382.0
16.913,240.0,45.0,383.0
16.953,230.0,47.0,384.0
16.992,221.0,49.0,385.0
17.031,215.0,50.0,386.0
17.072,211.0,54.0,387.0
17.112,204.0,58.0,388.0
17.152,193.0,62.0,389.0
17.192,182.0,67.0,390.0
17.232,173.0,70.0,391.0
17.273,165.0,72.0,392.0
17.312,156.0,75.0,393.0
17.351,147.0,79.0,394.0
17.393,140.0,85.0,395.0
17.434,137.0,90.0,396.0
17.471,135.0,94.0,397.0
17.513,133.0,97.0,398.0
17.553,130.0,99.0,399.0
17.591,128.0,100.0,400.0
17.63,125.0,101.0,401.0
17.671,119.0,104.0,402.0
17.711,113.0,107.0,403.0
17.752,107.0,109.0,404.0
17.792,101.0,113.0,405.0
17.832,95.0,118.0,406.0
17.871,90.0,124.0,407.0
17.912,88.0,128.0,408.0
17.953,88.0,132.0,409.0
17.993,88.0,136.0,410.0
18.034,88.0,139.0,411.0
18.072,89.0,142.0,412.0
18.113,90.0,144.0,413.0
18.153,90.0,145.0,414.0
18.193,90.0,146.0,415.0
18.23,90.0,146.0,416.0
18.273,89.0,146.0,417.0
18.311,89.0,146.0,418.0
18.353,89.0,146.0,419.0
18.392,89.0,146.0,420.0
18.433,89.0,146.0,421.0
18.473,89.0,146.0,422.0
18.512,89.0,146.0,423.0
18.551,89.0,147.0,424.0
18.592,89.0,148.0,425.0
18.633,89.0,152.0,426.0
18.673,89.0,160.0,427.0
18.713,89.0,168.0,428.0
18.751,89.0,175.0,429.0
18.791,89.0,181.0,430.0
18.833,93.0,188.0,431.0
18.874,97.0,196.0,432.0
18.911,100.0,204.0,433.0
18.953,104.0,211.0,434.0
18.995,108.0,215.0,435.0
19.036,113.0,218.0,436.0
19.074,116.0,220.0,437.0
19.113,119.0,221.0,438.0
19.154,122.0,222.0,439.0
19.194,126.0,223.0,440.0
19.232,128.0,223.0,441.0
19.273,130.0,223.0,442.0
19.312,131.0,222.0,443.0
19.353,131.0,221.0,444.0
19.391,132.0,221.0,445.0
19.432,132.0,221.0,446.0
19.473,132.0,221.0,447.0
19.513,132.0,221.0,448.0
19.551,132.0,222.0,449.0
19.593,132.0,222.0,450.0
19.634,132.0,222.0,451.0
19.673,132.0,222.0,452.0
19.71,132.0,222.0,453.0
19.751,132.0,222.0,454.0
19.793,132.0,222.0,455.0
19.833,133.0,222.0,456.0
19.874,133.0,222.0,457.0
19.911,135.0,223.0,458.0
19.951,141.0,224.0,459.0
19.992,151.0,227.0,460.0
20.035,158.0,228.0,461.0
20.073,164.0,228.0,462.0
20.113,169.0,227.0,463.0
20.153,175.0,226.0,464.0
20.193,181.0,225.0,465.0
20.235,187.0,222.0,466.0
20.274,194.0,218.0,467.0
20.316,199.0,213.0,468.0
20.352,202.0,208.0,469.0
20.392,203.0,204.0,470.0
20.434,204.0,200.0,471.0
20.472,204.0,195.0,472.0
20.513,204.0,190.0,473.0
20.552,204.0,186.0,474.0
20.594,203.0,184.0,475.0
20.635,204.0,183.0,476.0
20.674,204.0,183.0,477.0
20.714,204.0,183.0,478.0
20.754,204.0,183.0,479.0
20.797,203.0,183.0,480.0
20.836,203.0,183.0,481.0
20.877,203.0,182.0,482.0
20.914,203.0,182.0,483.0
20.954,203.0,182.0,484.0
20.994,203.0,180.0,485.0
21.032,203.0,177.0,486.0
21.075,203.0,173.0,487.0
21.115,203.0,168.0,488.0
21.155,202.0,164.0,489.0
21.194,202.0,158.0,490.0
21.234,200.0,150.0,491.0
21.275,200.0,145.0,492.0
21.316,201.0,139.0,493.0
21.356,199.0,132.0,494.0
21.397,199.0,127.0,495.0
21.436,199.0,124.0,496.0
21.475,199.0,121.0,497.0
21.515,198.0,118.0,498.0
21.555,197.0,117.0,499.0
21.595,186.0,114.0,500.0
21.634,179.0,112.0,501.0
21.674,176.0,112.0,502.0
21.715,174.0,111.0,503.0
21.756,173.0,111.0,504.0
21.795,171.0,111.0,505.0
21.836,169.0,111.0,506.0
21.876,168.0,111.0,507.0
21.915,167.0,111.0,508.0
21.956,166.0,111.0,509.0
21.996,166.0,111.0,510.0
22.035,167.0,111.0,511.0
22.074,167.0,111.0,512.0
22.115,166.0,111.0,513.0
22.156,166.0,111.0,514.0
22.195,165.0,111.0,515.0
22.235,164.0,110.0,516.0
22.276,154.0,108.0,517.0
22.314,142.0,105.0,518.0
22.352,134.0,105.0,519.0
22.395,126.0,106.0,520.0
22.436,115.0,110.0,521.0
22.475,102.0,113.0,522.0
22.514,97.0,117.0,523.0
22.555,93.0,123.0,524.0
22.597,92.0,131.0,525.0
22.635,90.0,138.0,526.0
22.677,91.0,143.0,527.0
22.716,90.0,146.0,528.0
22.755,90.0,147.0,529.0
22.794,90.0,147.0,530.0
22.834,90.0,147.0,531.0
22.876,90.0,147.0,532.0
22.915,90.0,147.0,533.0
22.955,90.0,147.0,534.0
22.995,90.0,146.0,535.0
23.035,90.0,147.0,536.0
23.075,90.0,147.0,537.0
23.115,90.0,147.0,538.0
23.154,90.0,146.0,539.0
23.196,90.0,148.0,540.0
23.236,90.0,153.0,541.0
23.275,89.0,164.0,542.0
23.316,87.0,176.0,543.0
23.357,90.0,192.0,544.0
23.396,94.0,204.0,545.0
23.431,97.0,214.0,546.0
23.475,98.0,223.0,547.0
23.517,99.0,232.0,548.0
23.554,101.0,241.0,549.0
23.594,101.0,254.0,550.0
23.635,99.0,268.0,551.0
23.678,98.0,281.0,552.0
23.718,97.0,294.0,553.0
23.755,95.0,306.0,554.0
23.796,91.0,317.0,555.0
23.833,88.0,329.0,556.0
23.874,87.0,342.0,557.0
23.916,86.0,353.0,558.0
23.955,87.0,362.0,559.0
23.997,87.0,373.0,560.0
24.036,87.0,380.0,561.0
24.075,88.0,386.0,562.0
24.116,89.0,390.0,563.0
24.156,91.0,396.0,564.0
24.195,99.0,410.0,565.0
24.236,114.0,421.0,566.0
24.276,120.0,423.0,567.0
24.314,124.0,425.0,568.0
24.354,129.0,426.0,569.0
24.396,134.0,427.0,570.0
24.434,139.0,426.0,571.0
24.476,144.0,425.0,572.0
24.517,147.0,425.0,573.0
24.556,147.0,425.0,574.0
24.596,147.0,426.0,575.0
24.637,146.0,426.0,576.0
24.674,146.0,426.0,577.0
24.717,146.0,426.0,578.0
24.756,146.0,426.0,579.0
24.797,146.0,426.0,580.0
24.835,146.0,426.0,581.0
24.876,146.0,426.0,582.0
24.916,146.0,426.0,583.0
24.957,148.0,426.0,584.0
24.997,152.0,426.0,585.0
25.037,160.0,427.0,586.0
25.077,169.0,427.0,587.0
25.118,176.0,428.0,588.0
25.157,185.0,427.0,589.0
25.195,192.0,425.0,590.0
25.235,196.0,423.0,591.0
25.277,201.0,420.0,592.0
25.317,202.0,413.0,593.0
25.355,203.0,405.0,594.0
25.398,204.0,401.0,595.0
25.436,205.0,397.0,596.0
25.475,205.0,394.0,597.0
25.518,204.0,393.0,598.0
25.557,204.0,393.0,599.0
25.599,204.0,393.0,600.0
25.637,204.0,393.0,601.0
25.677,204.0,394.0,602.0
25.714,204.0,394.0,603.0
25.758,204.0,394.0,604.0
25.796,204.0,394.0,605.0
25.837,204.0,394.0,606.0
25.876,204.0,394.0,607.0
25.917,204.0,393.0,608.0
25.957,205.0,392.0,609.0
25.997,206.0,385.0,610.0
26.037,208.0,376.0,611.0
26.078,210.0,368.0,612.0
26.117,213.0,359.0,613.0
26.158,216.0,349.0,614.0
26.198,221.0,341.0,615.0
26.237,229.0,333.0,616.0
26.277,237.0,328.0,617.0
26.317,247.0,326.0,618.0
26.357,260.0,324.0,619.0
26.398,271.0,325.0,620.0
26.437,282.0,326.0,621.0
26.477,293.0,328.0,622.0
26.517,301.0,329.0,623.0
26.561,309.0,328.0,624.0
26.598,317.0,328.0,625.0
26.635,324.0,328.0,626.0
26.677,331.0,328.0,627.0
26.718,336.0,329.0,628.0
26.757,340.0,328.0,629.0
26.798,340.0,328.0,630.0
26.838,340.0,327.0,631.0
26.877,341.0,327.0,632.0
26.917,340.0,327.0,633.0
26.957,341.0,327.0,634.0
26.997,340.0,328.0,635.0
27.038,341.0,328.0,636.0
27.075,341.0,328.0,637.0
27.117,344.0,328.0,638.0
27.161,347.0,327.0,639.0
27.196,353.0,326.0,640.0
27.235,361.0,325.0,641.0
27.275,368.0,326.0,642.0
27.317,376.0,326.0,643.0
27.355,383.0,327.0,644.0
27.397,389.0,327.0,645.0
27.435,393.0,327.0,646.0
27.478,400.0,330.0,647.0
27.518,413.0,341.0,648.0
27.558,415.0,349.0,649.0
27.598,415.0,355.0,650.0
27.638,415.0,362.0,651.0
27.678,416.0,362.0,652.0
27.719,415.0,363.0,653.0
27.757,415.0,362.0,654.0
27.798,414.0,362.0,655.0
27.838,414.0,362.0,656.0
27.882,414.0,362.0,657.0
27.916,414.0,362.0,658.0
27.956,414.0,362.0,659.0
27.998,414.0,362.0,660.0
28.038,414.0,362.0,661.0
28.075,414.0,362.0,662.0
28.119,414.0,362.0,663.0
28.157,413.0,364.0,664.0
28.198,413.0,367.0,665.0
28.238,412.0,373.0,666.0
28.278,412.0,379.0,667.0
28.319,412.0,386.0,668.0
28.358,412.0,392.0,669.0
28.399,409.0,401.0,670.0
28.438,404.0,411.0,671.0
28.484,398.0,416.0,672.0
28.523,391.0,420.0,673.0
28.558,384.0,422.0,674.0
28.598,380.0,422.0,675.0
28.638,377.0,423.0,676.0
28.68,375.0,422.0,677.0
28.721,374.0,422.0,678.0
28.758,373.0,422.0,679.0
28.798,373.0,421.0,680.0
28.837,372.0,421.0,681.0
28.878,371.0,421.0,682.0
28.918,371.0,421.0,683.0
28.961,371.0,422.0,684.0
28.998,371.0,422.0,685.0
29.039,371.0,422.0,686.0
29.08,371.0,422.0,687.0
29.118,370.0,422.0,688.0
29.158,368.0,422.0,689.0
29.198,361.0,422.0,690.0
29.238,352.0,423.0,691.0
29.279,345.0,424.0,692.0
29.316,338.0,425.0,693.0
29.358,330.0,424.0,694.0
29.397,322.0,424.0,695.0
29.439,316.0,422.0,696.0
29.478,312.0,418.0,697.0
29.52,309.0,412.0,698.0
29.556,306.0,406.0,699.0
29.599,305.0,400.0,700.0
29.64,304.0,398.0,701.0
29.677,303.0,398.0,702.0
29.719,303.0,397.0,703.0
29.76,304.0,396.0,704.0
29.801,304.0,396.0,705.0
29.838,304.0,395.0,706.0
29.877,304.0,395.0,707.0
29.922,304.0,395.0,708.0
29.961,304.0,395.0,709.0
29.995,305.0,395.0,710.0
30.038,305.0,395.0,711.0
30.078,305.0,394.0,712.0
30.12,304.0,390.0,713.0
30.16,303.0,381.0,714.0
30.2,301.0,371.0,715.0
30.239,302.0,362.0,716.0
30.279,305.0,351.0,717.0
30.32,307.0,343.0,718.0
30.361,311.0,338.0,719.0
30.4,317.0,334.0,720.0
30.44,326.0,330.0,721.0
30.478,332.0,328.0,722.0
30.52,334.0,328.0,723.0
30.561,335.0,327.0,724.0
30.601,337.0,327.0,725.0
30.641,338.0,327.0,726.0
30.678,338.0,328.0,727.0
30.718,338.0,328.0,728.0
30.761,338.0,328.0,729.0
30.799,339.0,328.0,730.0
30.841,339.0,328.0,731.0
30.88,339.0,329.0,732.0
30.917,339.0,329.0,733.0
30.96,339.0,329.0,734.0
31.0,339.0,328.0,735.0
31.038,343.0,328.0,736.0
31.08,352.0,326.0,737.0
31.12,360.0,325.0,738.0
31.158,370.0,324.0,739.0
31.201,380.0,325.0,740.0
31.245,389.0,325.0,741.0
31.277,395.0,326.0,742.0
31.32,400.0,328.0,743.0
31.362,414.0,340.0,744.0
31.397,415.0,351.0,745.0
31.439,415.0,361.0,746.0
31.479,415.0,363.0,747.0
31.522,415.0,363.0,748.0
31.559,415.0,362.0,749.0
31.599,414.0,362.0,750.0
31.639,414.0,362.0,751.0
31.681,414.0,362.0,752.0
31.718,414.0,362.0,753.0
31.759,414.0,362.0,754.0
31.799,414.0,362.0,755.0
31.841,414.0,362.0,756.0
31.88,414.0,362.0,757.0
31.92,414.0,362.0,758.0
31.96,414.0,362.0,759.0
32.0,414.0,364.0,760.0
32.04,413.0,368.0,761.0
32.08,412.0,376.0,762.0
32.12,412.0,384.0,763.0
32.16,412.0,392.0,764.0
32.2,408.0,402.0,765.0
32.239,403.0,411.0,766.0
32.28,400.0,416.0,767.0
32.322,394.0,419.0,768.0
32.361,387.0,422.0,769.0
32.4,381.0,423.0,770.0
32.44,378.0,423.0,771.0
32.48,375.0,424.0,772.0
32.523,373.0,424.0,773.0
32.56,373.0,424.0,774.0
32.6,373.0,424.0,775.0
32.64,372.0,423.0,776.0
32.68,371.0,423.0,777.0
32.72,371.0,423.0,778.0
32.76,371.0,423.0,779.0
32.801,371.0,423.0,780.0
32.838,371.0,423.0,781.0
32.881,371.0,423.0,782.0
32.92,371.0,423.0,783.0
32.96,371.0,423.0,784.0
33.0,371.0,423.0,785.0
33.04,371.0,423.0,786.0
33.078,371.0,423.0,787.0
33.118,371.0,423.0,788.0
33.16,371.0,423.0,789.0
33.2,369.0,423.0,790.0
33.238,363.0,423.0,791.0
33.282,355.0,423.0,792.0
33.321,347.0,424.0,793.0
33.361,339.0,425.0,794.0
33.4,330.0,424.0,795.0
33.441,321.0,424.0,796.0
33.478,314.0,422.0,797.0
33.521,309.0,419.0,798.0
33.56,306.0,412.0,799.0
33.601,304.0,406.0,800.0
33.641,303.0,401.0,801.0
33.679,303.0,400.0,802.0
33.722,303.0,398.0,803.0
33.762,304.0,396.0,804.0
33.801,305.0,396.0,805.0
33.841,305.0,396.0,806.0
33.88,305.0,396.0,807.0
33.921,306.0,396.0,808.0
33.961,305.0,396.0,809.0
34.001,306.0,396.0,810.0
34.04,306.0,396.0,811.0
34.081,306.0,396.0,812.0
34.12,305.0,396.0,813.0
34.161,305.0,394.0,814.0
34.201,304.0,387.0,815.0
34.242,302.0,373.0,816.0
34.281,301.0,363.0,817.0
34.321,303.0,351.0,818.0
34.361,307.0,340.0,819.0
34.402,313.0,333.0,820.0
34.441,320.0,329.0,821.0
34.481,326.0,327.0,822.0
34.523,334.0,326.0,823.0
34.561,339.0,327.0,824.0
34.602,343.0,327.0,825.0
34.642,345.0,327.0,826.0
34.681,346.0,327.0,827.0
34.723,345.0,327.0,828.0
34.763,344.0,327.0,829.0
34.801,344.0,327.0,830.0
34.843,343.0,327.0,831.0
34.882,343.0,328.0,832.0
34.924,344.0,328.0,833.0
34.963,344.0,328.0,834.0
35.0,346.0,328.0,835.0
35.043,350.0,328.0,836.0
35.083,357.0,327.0,837.0
35.122,366.0,326.0,838.0
35.163,375.0,325.0,839.0
35.204,384.0,326.0,840.0
35.243,391.0,327.0,841.0
35.279,397.0,327.0,842.0
35.322,405.0,333.0,843.0
35.362,414.0,344.0,844.0
35.402,414.0,352.0,845.0
35.44,414.0,362.0,846.0
35.483,414.0,364.0,847.0
35.523,415.0,363.0,848.0
35.562,415.0,363.0,849.0
35.602,415.0,363.0,850.0
35.642,415.0,362.0,851.0
35.682,414.0,362.0,852.0
35.722,414.0,362.0,853.0
35.76,414.0,362.0,854.0
35.802,414.0,362.0,855.0
35.84,414.0,362.0,856.0
35.882,414.0,362.0,857.0
35.923,415.0,362.0,858.0
35.963,415.0,363.0,859.0
36.003,414.0,364.0,860.0
36.042,413.0,369.0,861.0
36.082,412.0,378.0,862.0
36.125,412.0,388.0,863.0
36.164,410.0,399.0,864.0
36.2,404.0,411.0,865.0
36.242,399.0,417.0,866.0
36.287,393.0,420.0,867.0
36.323,386.0,421.0,868.0
36.364,380.0,422.0,869.0
36.403,378.0,422.0,870.0
36.442,378.0,423.0,871.0
36.483,375.0,423.0,872.0
